"team","week","group","first.seen","last.seen","status","time.diff","severity","vuln.date","week.end","id"
"8",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2020-05-21",53,6388
"8",43,"Test Team 1",2020-10-26,2021-01-01,0,67,"High","2020-04-16",53,6389
"8",43,"Test Team 1",2020-10-25,2021-01-01,0,68,"Critical","2020-04-03",53,6390
"8",43,"Test Team 1",2020-10-25,2020-11-17,1,23,"Critical","2020-02-11",46,6391
"8",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2019-12-10",53,6392
"8",43,"Test Team 1",2020-10-25,2021-01-01,0,68,"Critical","2020-01-13",53,6393
"8",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"High","2020-04-04",53,6394
"8",43,"Test Team 1",2020-10-27,2020-12-08,1,42,"Critical","2020-04-03",49,6395
"8",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2019-07-28",53,6396
"8",43,"Test Team 1",2020-10-26,2021-01-01,0,67,"Critical","2020-06-19",53,6397
"9",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2019-12-18",53,6398
"9",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"High","2020-02-17",53,6399
"9",43,"Test Team 1",2020-10-27,2020-12-22,1,56,"High","2020-05-10",51,6400
"9",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"High","2020-09-01",53,6401
"9",43,"Test Team 1",2020-10-27,2020-12-29,1,63,"High","2019-08-23",52,6402
"9",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2019-11-11",53,6403
"9",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2020-07-28",53,6404
"9",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2020-05-29",53,6405
"9",43,"Test Team 1",2020-10-27,2020-12-07,1,41,"High","2019-12-06",49,6406
"10",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2020-03-30",53,6407
"10",43,"Test Team 1",2020-10-27,2020-12-01,1,35,"High","2019-11-16",48,6408
"10",43,"Test Team 1",2020-10-27,2020-11-24,1,28,"High","2020-06-02",47,6409
"10",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2020-05-10",53,6410
"10",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"High","2020-03-08",53,6411
"10",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2019-06-12",53,6412
"10",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"High","2020-08-16",53,6413
"10",43,"Test Team 1",2020-10-27,2020-12-08,1,42,"High","2020-05-17",49,6414
"10",43,"Test Team 1",2020-10-27,2020-11-09,1,13,"Critical","2020-02-29",45,6415
"10",43,"Test Team 1",2020-10-27,2020-12-08,1,42,"High","2019-10-01",49,6416
"10",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"High","2019-12-16",53,6417
"10",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2019-10-08",53,6418
"10",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"Critical","2020-07-18",53,6419
"10",43,"Test Team 1",2020-10-27,2020-11-17,1,21,"High","2020-10-21",46,6420
"10",43,"Test Team 1",2020-10-27,2021-01-01,0,66,"High","2020-03-08",53,6421
"10",43,"Test Team 1",2020-10-26,2021-01-01,0,67,"High","2018-03-10",53,6422
"10",43,"Test Team 1",2020-10-27,2020-12-29,1,63,"Critical","2020-04-01",52,6423
"10",43,"Test Team 1",2020-10-26,2021-01-01,0,67,"Critical","2019-03-03",53,6424
"1",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2020-03-19",53,6425
"1",44,"Test Team 1",2020-11-03,2020-11-17,1,14,"High","2020-04-17",46,6426
"2",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2019-11-22",53,6427
"2",44,"Test Team 1",2020-11-03,2020-12-15,1,42,"High","2020-05-09",50,6428
"2",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2019-11-08",53,6429
"2",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-10-10",53,6430
"2",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"Critical","2018-04-09",53,6431
"2",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2020-08-02",53,6432
"2",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2019-12-22",53,6433
"2",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2019-10-23",53,6434
"2",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-01-24",53,6435
"2",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"Critical","2020-05-27",53,6436
"2",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-02-12",53,6437
"2",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2019-11-26",53,6438
"2",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2020-10-11",53,6439
"2",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2019-12-29",53,6440
"2",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"Critical","2020-08-19",53,6441
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-05-10",53,6442
"3",44,"Test Team 1",2020-11-02,2020-11-05,1,3,"Critical","2020-07-24",45,6443
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-07-23",53,6444
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-03-26",53,6445
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-07-20",53,6446
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-03-20",53,6447
"3",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2020-02-29",53,6448
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-05-27",53,6449
"3",44,"Test Team 1",2020-11-02,2020-11-24,1,22,"Critical","2019-12-03",47,6450
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-10-18",53,6451
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-02-29",53,6452
"3",44,"Test Team 1",2020-11-01,2020-12-20,1,49,"Critical","2020-08-10",51,6453
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-08-31",53,6454
"3",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2019-05-23",53,6455
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-09-23",53,6456
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-07-20",53,6457
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2019-11-04",53,6458
"4",44,"Test Team 1",2020-11-03,2020-11-17,1,14,"Critical","2020-01-28",46,6459
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-07-18",53,6460
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-02-01",53,6461
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-06-10",53,6462
"4",44,"Test Team 1",2020-11-03,2020-12-22,1,49,"High","2019-04-11",51,6463
"4",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2019-11-26",53,6464
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2019-12-12",53,6465
"4",44,"Test Team 1",2020-11-01,2020-11-02,1,1,"Extreme","2020-03-17",44,6466
"4",44,"Test Team 1",2020-11-01,2020-11-12,1,11,"Critical","2020-01-28",46,6467
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-03-01",53,6468
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-05-04",53,6469
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-05-28",53,6470
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-02-17",53,6471
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-07-26",53,6472
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-06-12",53,6473
"4",44,"Test Team 1",2020-11-02,2020-12-08,1,36,"High","2019-12-24",49,6474
"4",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-03-05",53,6475
"5",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2020-08-28",53,6476
"5",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-06-17",53,6477
"5",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-10-15",53,6478
"5",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2020-02-05",53,6479
"5",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-05-25",53,6480
"5",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-08-19",53,6481
"5",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-06-02",53,6482
"5",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2018-12-21",53,6483
"5",44,"Test Team 1",2020-11-02,2020-12-08,1,36,"High","2019-04-04",49,6484
"5",44,"Test Team 1",2020-11-03,2020-12-29,1,56,"Critical","2018-12-12",52,6485
"5",44,"Test Team 1",2020-11-01,2020-11-05,1,4,"Critical","2020-04-16",45,6486
"5",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-04-04",53,6487
"5",44,"Test Team 1",2020-11-03,2020-12-28,1,55,"Critical","2020-03-21",52,6488
"5",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2019-06-05",53,6489
"5",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2020-05-04",53,6490
"5",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2020-04-19",53,6491
"5",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-05-01",53,6492
"5",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2019-01-06",53,6493
"5",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2019-03-21",53,6494
"5",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2020-06-30",53,6495
"5",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2020-06-20",53,6496
"5",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2020-02-29",53,6497
"5",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2020-05-26",53,6498
"5",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2019-12-20",53,6499
"6",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-10-20",53,6500
"6",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-01-23",53,6501
"6",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-02-03",53,6502
"6",44,"Test Team 1",2020-11-02,2020-12-08,1,36,"Critical","2020-02-16",49,6503
"6",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-05-07",53,6504
"6",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2019-07-17",53,6505
"6",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-02-12",53,6506
"6",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-09-14",53,6507
"6",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"Critical","2019-12-31",53,6508
"6",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2020-04-14",53,6509
"6",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"Critical","2019-06-17",53,6510
"6",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2020-07-02",53,6511
"7",44,"Test Team 1",2020-11-03,2020-11-19,1,16,"Critical","2020-05-17",47,6512
"7",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2016-06-09",53,6513
"7",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"Critical","2020-05-16",53,6514
"7",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-01-21",53,6515
"7",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-04-29",53,6516
"7",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2018-12-23",53,6517
"7",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2020-05-07",53,6518
"7",44,"Test Team 1",2020-11-03,2020-12-01,1,28,"Critical","2019-04-09",48,6519
"7",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-01-13",53,6520
"7",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"Critical","2019-12-02",53,6521
"7",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-02-14",53,6522
"7",44,"Test Team 1",2020-11-03,2020-11-10,1,7,"Critical","2020-10-23",45,6523
"7",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2020-07-01",53,6524
"7",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-05-06",53,6525
"7",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2019-12-19",53,6526
"7",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-10-19",53,6527
"7",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"High","2019-07-30",53,6528
"8",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-01-29",53,6529
"8",44,"Test Team 1",2020-11-01,2020-12-22,1,51,"High","2019-07-14",51,6530
"8",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2019-12-13",53,6531
"8",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2020-03-12",53,6532
"8",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2020-11-01",53,6533
"8",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2019-10-10",53,6534
"8",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-07-20",53,6535
"8",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"Critical","2019-12-16",53,6536
"8",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2020-06-30",53,6537
"9",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-05-30",53,6538
"9",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2019-07-09",53,6539
"9",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-03-24",53,6540
"9",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"Critical","2020-04-06",53,6541
"9",44,"Test Team 1",2020-11-03,2020-11-12,1,9,"High","2020-09-30",46,6542
"9",44,"Test Team 1",2020-11-03,2020-11-24,1,21,"Critical","2019-12-07",47,6543
"9",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2020-10-25",53,6544
"9",44,"Test Team 1",2020-11-01,2021-01-01,0,61,"Critical","2020-01-02",53,6545
"9",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2018-11-26",53,6546
"9",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2020-01-01",53,6547
"9",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2019-08-08",53,6548
"9",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-09-28",53,6549
"9",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2019-11-14",53,6550
"10",44,"Test Team 1",2020-11-02,2021-01-01,0,60,"High","2019-04-09",53,6551
"10",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-09-11",53,6552
"10",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-05-22",53,6553
"10",44,"Test Team 1",2020-11-03,2020-12-22,1,49,"High","2020-09-29",51,6554
"10",44,"Test Team 1",2020-11-03,2021-01-01,0,59,"High","2020-10-18",53,6555
"1",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-09-16",53,6556
"1",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-02-21",53,6557
"2",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-08-22",53,6558
"2",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"Critical","2019-04-01",53,6559
"2",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2019-12-29",53,6560
"2",45,"Test Team 1",2020-11-09,2020-12-22,1,43,"Critical","2020-11-05",51,6561
"2",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"Critical","2019-12-02",53,6562
"2",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-02-21",53,6563
"2",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"Critical","2020-09-23",53,6564
"2",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-05-28",53,6565
"2",45,"Test Team 1",2020-11-10,2020-11-11,1,1,"Critical","2020-11-09",46,6566
"2",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2019-10-23",53,6567
"2",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-03-28",53,6568
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-05-09",53,6569
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2018-03-02",53,6570
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-10-08",53,6571
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-10-04",53,6572
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2019-08-14",53,6573
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-09-01",53,6574
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2019-10-17",53,6575
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-01-12",53,6576
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-03-29",53,6577
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-08-21",53,6578
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-06-01",53,6579
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-08-05",53,6580
"3",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-01-08",53,6581
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2018-07-25",53,6582
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2019-05-21",53,6583
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2019-12-10",53,6584
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-01-17",53,6585
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-03-31",53,6586
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-10-15",53,6587
"4",45,"Test Team 1",2020-11-10,2020-11-11,1,1,"Critical","2020-05-14",46,6588
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-08-13",53,6589
"4",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2020-06-23",53,6590
"4",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"High","2018-07-09",53,6591
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-05-31",53,6592
"4",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"High","2020-10-01",53,6593
"4",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"Critical","2020-10-01",53,6594
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-08-26",53,6595
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-05-30",53,6596
"4",45,"Test Team 1",2020-11-10,2020-12-06,1,26,"Extreme","2020-05-29",49,6597
"4",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"Critical","2020-06-07",53,6598
"4",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-05-25",53,6599
"5",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-04-07",53,6600
"5",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-01-10",53,6601
"5",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-06-17",53,6602
"5",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2020-04-08",53,6603
"5",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-10-17",53,6604
"5",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"Critical","2019-12-25",53,6605
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2019-11-22",53,6606
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-08-31",53,6607
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2018-04-02",53,6608
"6",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2020-08-17",53,6609
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-01-04",53,6610
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-09-10",53,6611
"6",45,"Test Team 1",2020-11-10,2020-11-29,1,19,"Critical","2020-05-07",48,6612
"6",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"High","2018-06-25",53,6613
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-07-05",53,6614
"6",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"High","2020-01-20",53,6615
"6",45,"Test Team 1",2020-11-10,2020-12-15,1,35,"Critical","2019-10-31",50,6616
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-09-10",53,6617
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2019-11-20",53,6618
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2019-12-17",53,6619
"6",45,"Test Team 1",2020-11-10,2020-12-08,1,28,"High","2020-05-14",49,6620
"6",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"Critical","2019-03-22",53,6621
"6",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"High","2020-05-17",53,6622
"6",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2020-04-22",53,6623
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-03-16",53,6624
"6",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2019-11-26",53,6625
"7",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"Critical","2020-09-30",53,6626
"7",45,"Test Team 1",2020-11-08,2020-11-24,1,16,"High","2020-05-26",47,6627
"7",45,"Test Team 1",2020-11-10,2020-12-14,1,34,"High","2019-07-15",50,6628
"7",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-06-09",53,6629
"7",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-10-02",53,6630
"7",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-02-11",53,6631
"7",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2019-12-20",53,6632
"7",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"Critical","2019-11-26",53,6633
"7",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2019-11-25",53,6634
"7",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"Critical","2020-05-06",53,6635
"7",45,"Test Team 1",2020-11-10,2020-11-10,1,0,"Critical","2020-11-08",45,6636
"7",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-06-04",53,6637
"7",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-08-19",53,6638
"7",45,"Test Team 1",2020-11-10,2020-12-15,1,35,"Critical","2020-06-14",50,6639
"7",45,"Test Team 1",2020-11-08,2020-12-01,1,23,"Critical","2020-06-07",48,6640
"7",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-01-17",53,6641
"7",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2019-08-14",53,6642
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-08-27",53,6643
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-06-25",53,6644
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-05-23",53,6645
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-06-01",53,6646
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-04-10",53,6647
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-09-16",53,6648
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-09-27",53,6649
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-05-16",53,6650
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-10-28",53,6651
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2019-11-21",53,6652
"8",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-05-23",53,6653
"9",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2020-04-02",53,6654
"9",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2018-02-13",53,6655
"9",45,"Test Team 1",2020-11-10,2020-12-15,1,35,"High","2019-07-19",50,6656
"9",45,"Test Team 1",2020-11-10,2020-12-22,1,42,"Critical","2019-12-25",51,6657
"9",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2019-10-09",53,6658
"9",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-06-11",53,6659
"9",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2020-08-11",53,6660
"9",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-04-04",53,6661
"9",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"Critical","2019-12-11",53,6662
"9",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"Critical","2019-11-29",53,6663
"9",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-08-07",53,6664
"9",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"High","2018-12-12",53,6665
"9",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-10-14",53,6666
"9",45,"Test Team 1",2020-11-08,2021-01-01,0,54,"Critical","2020-06-20",53,6667
"10",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-09-14",53,6668
"10",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2019-11-17",53,6669
"10",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2020-09-07",53,6670
"10",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-09-01",53,6671
"10",45,"Test Team 1",2020-11-10,2020-12-22,1,42,"Critical","2020-03-18",51,6672
"10",45,"Test Team 1",2020-11-10,2020-11-12,1,2,"Critical","2020-08-28",46,6673
"10",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"High","2020-06-19",53,6674
"10",45,"Test Team 1",2020-11-10,2020-11-11,1,1,"Critical","2020-09-24",46,6675
"10",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"High","2019-08-07",53,6676
"10",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"High","2020-03-22",53,6677
"10",45,"Test Team 1",2020-11-09,2020-11-12,1,3,"Critical","2020-02-01",46,6678
"10",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2019-04-11",53,6679
"10",45,"Test Team 1",2020-11-09,2021-01-01,0,53,"High","2020-03-05",53,6680
"10",45,"Test Team 1",2020-11-10,2021-01-01,0,52,"Critical","2020-06-14",53,6681
"1",46,"Test Team 1",2020-11-17,2021-01-01,0,45,"High","2016-03-13",53,6682
"1",46,"Test Team 1",2020-11-17,2021-01-01,0,45,"High","2020-06-27",53,6683
"1",46,"Test Team 1",2020-11-17,2020-12-22,1,35,"Critical","2019-02-03",51,6684
