"team","week","group","first.seen","last.seen","status","time.diff","fix.avail","escaped"
"1","4","Test Team 2",2020-01-30,2021-01-01,0,337,2020-01-23,1
"1","4","Test Team 2",2020-01-31,2020-04-17,1,77,2020-03-26,0
"1","4","Test Team 2",2020-01-26,2021-01-01,0,341,2019-04-20,1
"1","4","Test Team 2",2020-02-01,2020-06-07,1,127,2019-09-20,1
"1","4","Test Team 2",2020-01-29,2021-01-01,0,338,2021-01-01,0
"1","4","Test Team 2",2020-01-29,2021-01-01,0,338,2021-01-01,0
"1","4","Test Team 2",2020-02-01,2021-01-01,0,335,2019-01-28,1
"1","4","Test Team 2",2020-02-01,2021-01-01,0,335,2020-06-08,0
"2","4","Test Team 2",2020-01-26,2020-02-25,1,30,2020-01-29,0
"2","4","Test Team 2",2020-01-29,2020-04-30,1,92,2020-04-13,0
"2","4","Test Team 2",2020-01-26,2020-03-16,1,50,2020-03-03,0
"2","4","Test Team 2",2020-01-28,2021-01-01,0,339,2021-01-01,0
"2","4","Test Team 2",2020-01-27,2020-05-07,1,101,2019-08-15,1
"2","4","Test Team 2",2020-01-29,2020-05-19,1,111,2020-05-03,0
"3","4","Test Team 2",2020-02-01,2021-01-01,0,335,2021-01-01,0
"3","4","Test Team 2",2020-01-31,2021-01-01,0,336,2019-12-13,1
"3","4","Test Team 2",2020-01-26,2020-02-02,1,7,2019-07-21,1
"4","4","Test Team 2",2020-01-26,2021-01-01,0,341,2019-02-08,1
"4","4","Test Team 2",2020-02-01,2021-01-01,0,335,2021-01-01,0
"4","4","Test Team 2",2020-01-27,2021-01-01,0,340,2019-01-03,1
"4","4","Test Team 2",2020-01-31,2021-01-01,0,336,2019-04-05,1
"4","4","Test Team 2",2020-01-27,2020-03-20,1,53,2020-02-26,0
"4","4","Test Team 2",2020-01-29,2020-04-19,1,81,2020-02-24,0
"4","4","Test Team 2",2020-02-01,2020-05-11,1,100,2019-10-29,1
"4","4","Test Team 2",2020-01-26,2021-01-01,0,341,2019-12-26,1
"4","4","Test Team 2",2020-01-26,2021-01-01,0,341,2021-01-01,0
"4","4","Test Team 2",2020-01-29,2020-07-29,1,182,2019-10-18,1
"5","4","Test Team 2",2020-01-30,2021-01-01,0,337,2021-01-01,0
"5","4","Test Team 2",2020-01-30,2020-08-27,1,210,2020-04-17,0
"5","4","Test Team 2",2020-01-26,2020-01-29,1,3,2019-09-19,1
"5","4","Test Team 2",2020-02-01,2021-01-01,0,335,2020-07-02,0
"5","4","Test Team 2",2020-01-30,2021-01-01,0,337,2021-01-01,0
"5","4","Test Team 2",2020-01-31,2020-03-15,1,44,2019-04-27,1
"5","4","Test Team 2",2020-01-31,2021-01-01,0,336,2020-09-07,0
"5","4","Test Team 2",2020-02-01,2020-05-17,1,106,2019-03-22,1
"5","4","Test Team 2",2020-02-01,2020-04-02,1,61,2019-06-21,1
"5","4","Test Team 2",2020-01-30,2021-01-01,0,337,2019-06-21,1
"5","4","Test Team 2",2020-01-29,2021-01-01,0,338,2020-01-13,1
"5","4","Test Team 2",2020-01-27,2020-02-08,1,12,2019-06-04,1
"6","4","Test Team 2",2020-01-30,2020-04-15,1,76,2020-03-07,0
"6","4","Test Team 2",2020-01-31,2020-07-31,1,182,2020-06-19,0
"6","4","Test Team 2",2020-01-26,2021-01-01,0,341,2019-05-12,1
"6","4","Test Team 2",2020-01-30,2020-08-25,1,208,2020-04-04,0
"6","4","Test Team 2",2020-01-29,2020-06-23,1,146,2020-06-15,0
"6","4","Test Team 2",2020-01-28,2020-05-19,1,112,2020-04-09,0
"6","4","Test Team 2",2020-01-29,2020-05-21,1,113,2020-02-16,0
"6","4","Test Team 2",2020-01-28,2020-02-09,1,12,2020-02-03,0
"6","4","Test Team 2",2020-01-26,2021-01-01,0,341,2019-02-09,1
"6","4","Test Team 2",2020-01-31,2020-04-25,1,85,2019-06-27,1
"7","4","Test Team 2",2020-02-01,2020-02-19,1,18,2020-02-10,0
"7","4","Test Team 2",2020-01-28,2020-03-03,1,35,2019-09-03,1
"7","4","Test Team 2",2020-01-31,2020-05-05,1,95,2020-04-22,0
"7","4","Test Team 2",2020-01-29,2020-01-30,1,1,2020-01-30,0
"7","4","Test Team 2",2020-01-26,2020-03-10,1,44,2020-01-31,0
"7","4","Test Team 2",2020-01-27,2021-01-01,0,340,2021-01-01,0
"7","4","Test Team 2",2020-01-26,2020-05-24,1,119,2020-04-26,0
"7","4","Test Team 2",2020-01-29,2020-04-19,1,81,2019-08-18,1
"7","4","Test Team 2",2020-01-27,2021-01-01,0,340,2021-01-01,0
"7","4","Test Team 2",2020-01-31,2021-01-01,0,336,2019-04-11,1
"7","4","Test Team 2",2020-02-01,2021-01-01,0,335,2020-07-02,0
"7","4","Test Team 2",2020-01-27,2020-02-09,1,13,2019-12-31,1
"8","4","Test Team 2",2020-01-31,2020-03-21,1,50,2020-02-19,0
"8","4","Test Team 2",2020-01-31,2020-09-08,1,221,2020-05-10,0
"9","4","Test Team 2",2020-01-29,2021-01-01,0,338,2019-10-31,1
"9","4","Test Team 2",2020-01-26,2020-01-31,1,5,2019-06-19,1
"9","4","Test Team 2",2020-02-01,2020-02-27,1,26,2020-02-04,0
"9","4","Test Team 2",2020-01-29,2021-01-01,0,338,2020-05-30,0
"9","4","Test Team 2",2020-02-01,2021-01-01,0,335,2021-01-01,0
"9","4","Test Team 2",2020-01-30,2021-01-01,0,337,2020-11-03,0
"9","4","Test Team 2",2020-01-28,2021-01-01,0,339,2020-11-30,0
"9","4","Test Team 2",2020-01-30,2020-09-06,1,220,2019-02-13,1
"9","4","Test Team 2",2020-02-01,2020-06-24,1,144,2019-11-23,1
"9","4","Test Team 2",2020-01-26,2021-01-01,0,341,2021-01-01,0
"9","4","Test Team 2",2020-01-31,2020-07-03,1,154,2019-12-05,1
"9","4","Test Team 2",2020-01-26,2020-02-13,1,18,2019-11-10,1
"9","4","Test Team 2",2020-01-28,2020-07-04,1,158,2019-03-18,1
"9","4","Test Team 2",2020-01-28,2021-01-01,0,339,2019-09-01,1
"9","4","Test Team 2",2020-01-26,2020-04-22,1,87,2020-03-24,0
"9","4","Test Team 2",2020-01-29,2020-04-06,1,68,2020-03-16,0
"9","4","Test Team 2",2020-01-29,2020-04-19,1,81,2019-12-01,1
"10","4","Test Team 2",2020-01-27,2020-02-18,1,22,2019-10-24,1
"10","4","Test Team 2",2020-01-31,2021-01-01,0,336,2021-01-01,0
"10","4","Test Team 2",2020-01-27,2020-06-03,1,128,2019-06-01,1
"10","4","Test Team 2",2020-01-27,2021-01-01,0,340,2019-05-22,1
"10","4","Test Team 2",2020-01-26,2021-01-01,0,341,2021-01-01,0
"10","4","Test Team 2",2020-01-30,2020-06-30,1,152,2020-05-13,0
"10","4","Test Team 2",2020-01-27,2020-06-29,1,154,2020-02-09,0
"10","4","Test Team 2",2020-01-31,2021-01-01,0,336,2019-05-25,1
"10","4","Test Team 2",2020-01-28,2020-04-02,1,65,2020-02-17,0
"10","4","Test Team 2",2020-02-01,2020-02-09,1,8,2020-02-01,0
"10","4","Test Team 2",2020-01-28,2021-01-01,0,339,2021-01-01,0
"10","4","Test Team 2",2020-01-31,2020-03-20,1,49,2020-02-05,0
"11","4","Test Team 2",2020-01-27,2021-01-01,0,340,2021-01-01,0
"11","4","Test Team 2",2020-01-31,2021-01-01,0,336,2020-05-08,0
"11","4","Test Team 2",2020-01-31,2020-02-16,1,16,2020-02-11,0
"11","4","Test Team 2",2020-01-28,2020-03-03,1,35,2020-02-10,0
"11","4","Test Team 2",2020-01-30,2020-05-31,1,122,2019-07-03,1
"11","4","Test Team 2",2020-01-27,2020-01-27,1,0,2020-01-27,0
"11","4","Test Team 2",2020-01-26,2021-01-01,0,341,2021-01-01,0
"11","4","Test Team 2",2020-01-30,2020-02-05,1,6,2020-02-01,0
"11","4","Test Team 2",2020-01-28,2021-01-01,0,339,2021-01-01,0
"11","4","Test Team 2",2020-01-30,2021-01-01,0,337,2020-12-14,0
"12","4","Test Team 2",2020-01-29,2021-01-01,0,338,2021-01-01,0
"12","4","Test Team 2",2020-02-01,2020-02-16,1,15,2019-02-14,1
"12","4","Test Team 2",2020-01-27,2020-02-12,1,16,2020-01-31,0
"12","4","Test Team 2",2020-01-26,2020-02-20,1,25,2020-02-03,0
"12","4","Test Team 2",2020-01-28,2020-03-15,1,47,2020-02-25,0
"12","4","Test Team 2",2020-02-01,2020-02-04,1,3,2019-03-31,1
"12","4","Test Team 2",2020-01-29,2020-06-13,1,136,2020-03-24,0
"12","4","Test Team 2",2020-01-26,2020-02-03,1,8,2020-01-29,0
"12","4","Test Team 2",2020-01-27,2020-07-31,1,186,2020-04-05,0
"12","4","Test Team 2",2020-02-01,2020-07-11,1,161,2020-04-16,0
"12","4","Test Team 2",2020-01-29,2020-02-27,1,29,2020-01-31,0
"12","4","Test Team 2",2020-01-27,2021-01-01,0,340,2020-10-29,0
"13","4","Test Team 2",2020-02-01,2020-03-23,1,51,2020-03-20,0
"13","4","Test Team 2",2020-01-26,2021-01-01,0,341,2021-01-01,0
"13","4","Test Team 2",2020-01-29,2020-04-30,1,92,2020-02-09,0
"14","4","Test Team 2",2020-01-27,2020-04-05,1,69,2020-03-24,0
"14","4","Test Team 2",2020-02-01,2020-06-04,1,124,2019-01-11,1
"14","4","Test Team 2",2020-01-29,2020-06-01,1,124,2020-04-12,0
"14","4","Test Team 2",2020-01-28,2020-07-11,1,165,2020-05-14,0
"14","4","Test Team 2",2020-01-30,2020-02-24,1,25,2020-02-15,0
"14","4","Test Team 2",2020-01-29,2021-01-01,0,338,2019-07-14,1
"14","4","Test Team 2",2020-01-27,2021-01-01,0,340,2019-05-05,1
"14","4","Test Team 2",2020-01-29,2020-03-27,1,58,2020-02-18,0
"15","4","Test Team 2",2020-01-31,2020-02-26,1,26,2020-02-17,0
"15","4","Test Team 2",2020-01-27,2020-02-22,1,26,2019-12-15,1
"15","4","Test Team 2",2020-01-29,2021-01-01,0,338,2019-12-10,1
"15","4","Test Team 2",2020-01-27,2020-02-03,1,7,2019-07-31,1
"15","4","Test Team 2",2020-01-31,2020-01-31,1,0,2020-01-31,0
"15","4","Test Team 2",2020-01-30,2021-01-01,0,337,2021-01-01,0
"15","4","Test Team 2",2020-01-30,2020-01-30,1,0,2020-01-30,0
"15","4","Test Team 2",2020-01-31,2020-02-28,1,28,2020-02-16,0
"15","4","Test Team 2",2020-01-29,2020-09-10,1,225,2019-03-23,1
"15","4","Test Team 2",2020-01-31,2020-05-03,1,93,2019-05-09,1
"15","4","Test Team 2",2020-01-29,2020-02-11,1,13,2020-01-04,1
"15","4","Test Team 2",2020-01-26,2020-07-15,1,171,2019-12-07,1
"15","4","Test Team 2",2020-01-27,2020-04-12,1,76,2020-03-08,0
"1","5","Test Team 2",2020-02-03,2020-09-08,1,218,2020-04-19,0
"1","5","Test Team 2",2020-02-05,2020-08-02,1,179,2020-06-30,0
"1","5","Test Team 2",2020-02-04,2020-03-10,1,35,2020-02-27,0
"1","5","Test Team 2",2020-02-07,2021-01-01,0,329,2020-01-17,1
"1","5","Test Team 2",2020-02-07,2021-01-01,0,329,2019-09-09,1
"1","5","Test Team 2",2020-02-05,2021-01-01,0,331,2021-01-01,0
"1","5","Test Team 2",2020-02-03,2021-01-01,0,333,2019-07-05,1
"1","5","Test Team 2",2020-02-06,2020-03-23,1,46,2020-02-12,0
"1","5","Test Team 2",2020-02-07,2021-01-01,0,329,2019-06-21,1
"1","5","Test Team 2",2020-02-06,2021-01-01,0,330,2021-01-01,0
"2","5","Test Team 2",2020-02-07,2020-03-26,1,48,2020-02-15,0
"2","5","Test Team 2",2020-02-02,2020-02-06,1,4,2020-02-04,0
"2","5","Test Team 2",2020-02-06,2021-01-01,0,330,2021-01-01,0
"3","5","Test Team 2",2020-02-03,2020-05-28,1,115,2020-04-01,0
"3","5","Test Team 2",2020-02-06,2021-01-01,0,330,2020-11-03,0
"3","5","Test Team 2",2020-02-04,2020-05-21,1,107,2020-05-05,0
"3","5","Test Team 2",2020-02-06,2020-05-16,1,100,2019-04-21,1
"3","5","Test Team 2",2020-02-04,2021-01-01,0,332,2019-10-20,1
"3","5","Test Team 2",2020-02-02,2020-05-14,1,102,2020-04-01,0
"3","5","Test Team 2",2020-02-07,2020-04-22,1,75,2020-02-09,0
"4","5","Test Team 2",2020-02-03,2021-01-01,0,333,2020-03-12,0
"4","5","Test Team 2",2020-02-04,2020-06-19,1,136,2020-02-11,0
"4","5","Test Team 2",2020-02-04,2020-05-08,1,94,2019-04-04,1
"4","5","Test Team 2",2020-02-08,2021-01-01,0,328,2020-09-02,0
"4","5","Test Team 2",2020-02-04,2020-04-08,1,64,2020-02-09,0
"4","5","Test Team 2",2020-02-04,2020-02-16,1,12,2019-05-28,1
"4","5","Test Team 2",2020-02-08,2020-02-23,1,15,2020-02-10,0
"4","5","Test Team 2",2020-02-06,2020-03-21,1,44,2020-02-12,0
"4","5","Test Team 2",2020-02-08,2020-04-15,1,67,2020-01-15,1
"4","5","Test Team 2",2020-02-05,2021-01-01,0,331,2020-05-22,0
"4","5","Test Team 2",2020-02-02,2020-06-02,1,121,2020-05-16,0
"4","5","Test Team 2",2020-02-06,2021-01-01,0,330,2021-01-01,0
"4","5","Test Team 2",2020-02-07,2021-01-01,0,329,2021-01-01,0
"4","5","Test Team 2",2020-02-04,2020-02-12,1,8,2020-02-11,0
"4","5","Test Team 2",2020-02-04,2021-01-01,0,332,2020-12-30,0
"4","5","Test Team 2",2020-02-06,2021-01-01,0,330,2020-01-11,1
"5","5","Test Team 2",2020-02-03,2020-05-07,1,94,2020-03-10,0
"5","5","Test Team 2",2020-02-07,2020-03-16,1,38,2019-10-01,1
"5","5","Test Team 2",2020-02-06,2020-04-29,1,83,2020-03-11,0
"5","5","Test Team 2",2020-02-03,2021-01-01,0,333,2021-01-01,0
"5","5","Test Team 2",2020-02-05,2020-02-16,1,11,2020-02-06,0
"5","5","Test Team 2",2020-02-07,2020-04-07,1,60,2020-02-17,0
"5","5","Test Team 2",2020-02-06,2021-01-01,0,330,2021-01-01,0
"5","5","Test Team 2",2020-02-02,2020-08-13,1,193,2020-03-20,0
"5","5","Test Team 2",2020-02-07,2021-01-01,0,329,2021-01-01,0
"6","5","Test Team 2",2020-02-02,2021-01-01,0,334,2021-01-01,0
"6","5","Test Team 2",2020-02-02,2021-01-01,0,334,2019-02-22,1
"6","5","Test Team 2",2020-02-03,2021-01-01,0,333,2019-07-12,1
"6","5","Test Team 2",2020-02-06,2020-02-28,1,22,2020-02-06,0
"6","5","Test Team 2",2020-02-02,2020-03-28,1,55,2020-03-14,0
"6","5","Test Team 2",2020-02-02,2021-01-01,0,334,2020-11-08,0
"6","5","Test Team 2",2020-02-07,2021-01-01,0,329,2019-10-24,1
"6","5","Test Team 2",2020-02-08,2020-03-28,1,49,2020-03-02,0
"6","5","Test Team 2",2020-02-02,2020-04-15,1,73,2019-12-25,1
"6","5","Test Team 2",2020-02-02,2021-01-01,0,334,2019-02-13,1
"6","5","Test Team 2",2020-02-02,2020-08-16,1,196,2019-03-09,1
"6","5","Test Team 2",2020-02-06,2021-01-01,0,330,2020-05-03,0
"6","5","Test Team 2",2020-02-07,2020-03-04,1,26,2020-02-17,0
"6","5","Test Team 2",2020-02-06,2021-01-01,0,330,2020-12-20,0
"6","5","Test Team 2",2020-02-02,2021-01-01,0,334,2020-10-18,0
"6","5","Test Team 2",2020-02-04,2021-01-01,0,332,2020-12-31,0
"6","5","Test Team 2",2020-02-07,2020-02-28,1,21,2020-02-19,0
"6","5","Test Team 2",2020-02-05,2021-01-01,0,331,2020-02-19,0
"6","5","Test Team 2",2020-02-08,2020-03-26,1,47,2019-12-27,1
"6","5","Test Team 2",2020-02-03,2020-02-18,1,15,2019-03-10,1
"7","5","Test Team 2",2020-02-02,2020-03-05,1,32,2019-08-26,1
"7","5","Test Team 2",2020-02-02,2021-01-01,0,334,2021-01-01,0
"7","5","Test Team 2",2020-02-08,2020-03-11,1,32,2020-02-11,0
"7","5","Test Team 2",2020-02-03,2021-01-01,0,333,2019-10-05,1
"7","5","Test Team 2",2020-02-06,2021-01-01,0,330,2019-07-01,1
"7","5","Test Team 2",2020-02-04,2021-01-01,0,332,2019-02-13,1
"7","5","Test Team 2",2020-02-04,2020-05-23,1,109,2020-02-25,0
"7","5","Test Team 2",2020-02-05,2020-03-21,1,45,2020-03-08,0
"7","5","Test Team 2",2020-02-03,2021-01-01,0,333,2019-12-27,1
"7","5","Test Team 2",2020-02-04,2021-01-01,0,332,2019-07-03,1
"7","5","Test Team 2",2020-02-02,2021-01-01,0,334,2020-08-11,0
"7","5","Test Team 2",2020-02-07,2020-03-21,1,43,2019-12-08,1
"8","5","Test Team 2",2020-02-03,2021-01-01,0,333,2019-11-23,1
"8","5","Test Team 2",2020-02-04,2021-01-01,0,332,2021-01-01,0
"9","5","Test Team 2",2020-02-06,2020-06-22,1,137,2020-04-23,0
"9","5","Test Team 2",2020-02-07,2020-02-26,1,19,2020-02-13,0
"9","5","Test Team 2",2020-02-03,2020-06-16,1,134,2019-06-30,1
"9","5","Test Team 2",2020-02-04,2021-01-01,0,332,2020-02-17,0
"9","5","Test Team 2",2020-02-02,2020-05-24,1,112,2020-03-21,0
"9","5","Test Team 2",2020-02-04,2021-01-01,0,332,2020-02-25,0
"9","5","Test Team 2",2020-02-08,2021-01-01,0,328,2020-01-20,1
"9","5","Test Team 2",2020-02-03,2021-01-01,0,333,2021-01-01,0
"10","5","Test Team 2",2020-02-04,2020-06-02,1,119,2019-01-10,1
"10","5","Test Team 2",2020-02-05,2020-02-09,1,4,2019-05-26,1
"10","5","Test Team 2",2020-02-05,2020-04-19,1,74,2020-03-14,0
"10","5","Test Team 2",2020-02-03,2020-07-31,1,179,2020-03-28,0
"10","5","Test Team 2",2020-02-07,2020-06-07,1,121,2019-01-02,1
"10","5","Test Team 2",2020-02-04,2020-03-07,1,32,2020-03-03,0
"10","5","Test Team 2",2020-02-02,2020-02-24,1,22,2019-08-03,1
"10","5","Test Team 2",2020-02-07,2021-01-01,0,329,2020-04-27,0
"10","5","Test Team 2",2020-02-08,2020-04-13,1,65,2020-02-16,0
"10","5","Test Team 2",2020-02-05,2020-09-26,1,234,2019-10-22,1
"10","5","Test Team 2",2020-02-06,2020-03-24,1,47,2019-01-13,1
"11","5","Test Team 2",2020-02-06,2020-03-02,1,25,2019-12-26,1
"11","5","Test Team 2",2020-02-06,2021-01-01,0,330,2021-01-01,0
"11","5","Test Team 2",2020-02-05,2021-01-01,0,331,2020-10-29,0
"11","5","Test Team 2",2020-02-04,2021-01-01,0,332,2020-10-15,0
"11","5","Test Team 2",2020-02-07,2020-02-27,1,20,2019-09-04,1
"11","5","Test Team 2",2020-02-08,2020-03-28,1,49,2020-02-09,0
"11","5","Test Team 2",2020-02-08,2020-05-13,1,95,2020-05-11,0
"11","5","Test Team 2",2020-02-08,2020-04-24,1,76,2019-09-22,1
"11","5","Test Team 2",2020-02-07,2020-03-31,1,53,2020-03-12,0
"11","5","Test Team 2",2020-02-02,2020-05-08,1,96,2019-03-19,1
"11","5","Test Team 2",2020-02-05,2021-01-01,0,331,2019-06-22,1
"12","5","Test Team 2",2020-02-08,2020-04-06,1,58,2019-06-04,1
"12","5","Test Team 2",2020-02-05,2020-04-24,1,79,2020-02-16,0
"13","5","Test Team 2",2020-02-05,2020-05-27,1,112,2020-02-10,0
"13","5","Test Team 2",2020-02-02,2020-05-16,1,104,2020-02-17,0
"13","5","Test Team 2",2020-02-05,2020-08-17,1,194,2019-12-20,1
"13","5","Test Team 2",2020-02-05,2021-01-01,0,331,2020-05-08,0
"13","5","Test Team 2",2020-02-03,2021-01-01,0,333,2021-01-01,0
"13","5","Test Team 2",2020-02-02,2020-02-29,1,27,2020-02-25,0
"13","5","Test Team 2",2020-02-03,2020-06-20,1,138,2020-05-11,0
"13","5","Test Team 2",2020-02-08,2021-01-01,0,328,2020-10-29,0
"13","5","Test Team 2",2020-02-03,2021-01-01,0,333,2020-03-14,0
"13","5","Test Team 2",2020-02-03,2020-03-06,1,32,2019-04-30,1
"13","5","Test Team 2",2020-02-02,2020-04-14,1,72,2020-02-18,0
"13","5","Test Team 2",2020-02-03,2020-07-02,1,150,2020-06-22,0
"13","5","Test Team 2",2020-02-08,2021-01-01,0,328,2021-01-01,0
"13","5","Test Team 2",2020-02-07,2021-01-01,0,329,2019-04-10,1
"13","5","Test Team 2",2020-02-06,2020-04-23,1,77,2019-08-04,1
"13","5","Test Team 2",2020-02-02,2021-01-01,0,334,2019-05-02,1
"13","5","Test Team 2",2020-02-02,2020-02-28,1,26,2020-02-17,0
"13","5","Test Team 2",2020-02-04,2021-01-01,0,332,2021-01-01,0
"13","5","Test Team 2",2020-02-02,2021-01-01,0,334,2019-01-07,1
"13","5","Test Team 2",2020-02-05,2021-01-01,0,331,2020-10-08,0
"13","5","Test Team 2",2020-02-07,2021-01-01,0,329,2019-06-01,1
"13","5","Test Team 2",2020-02-08,2021-01-01,0,328,2021-01-01,0
"14","5","Test Team 2",2020-02-05,2020-02-23,1,18,2019-03-17,1
"14","5","Test Team 2",2020-02-08,2020-05-10,1,92,2020-04-08,0
"14","5","Test Team 2",2020-02-04,2020-02-27,1,23,2019-05-13,1
"14","5","Test Team 2",2020-02-08,2021-01-01,0,328,2021-01-01,0
"14","5","Test Team 2",2020-02-04,2020-04-29,1,85,2019-07-01,1
"14","5","Test Team 2",2020-02-05,2021-01-01,0,331,2019-05-04,1
"14","5","Test Team 2",2020-02-07,2020-03-13,1,35,2019-02-08,1
"14","5","Test Team 2",2020-02-03,2020-02-11,1,8,2019-11-21,1
"14","5","Test Team 2",2020-02-07,2020-05-15,1,98,2019-06-09,1
"14","5","Test Team 2",2020-02-02,2021-01-01,0,334,2020-08-05,0
"14","5","Test Team 2",2020-02-07,2021-01-01,0,329,2021-01-01,0
"14","5","Test Team 2",2020-02-07,2021-01-01,0,329,2020-01-20,1
"15","5","Test Team 2",2020-02-07,2021-01-01,0,329,2021-01-01,0
"15","5","Test Team 2",2020-02-06,2020-07-25,1,170,2020-07-07,0
"15","5","Test Team 2",2020-02-05,2021-01-01,0,331,2021-01-01,0
"15","5","Test Team 2",2020-02-03,2021-01-01,0,333,2020-01-04,1
"15","5","Test Team 2",2020-02-02,2020-05-12,1,100,2019-03-02,1
"15","5","Test Team 2",2020-02-06,2020-03-16,1,39,2020-02-16,0
"15","5","Test Team 2",2020-02-03,2021-01-01,0,333,2020-05-18,0
"15","5","Test Team 2",2020-02-06,2021-01-01,0,330,2021-01-01,0
"15","5","Test Team 2",2020-02-06,2020-07-13,1,158,2020-04-29,0
"1","6","Test Team 2",2020-02-15,2020-05-05,1,80,2019-12-03,1
"1","6","Test Team 2",2020-02-11,2020-06-23,1,133,2020-02-18,0
"1","6","Test Team 2",2020-02-13,2021-01-01,0,323,2021-01-01,0
"1","6","Test Team 2",2020-02-12,2021-01-01,0,324,2019-08-14,1
"1","6","Test Team 2",2020-02-12,2021-01-01,0,324,2020-04-16,0
"1","6","Test Team 2",2020-02-11,2021-01-01,0,325,2020-05-22,0
"1","6","Test Team 2",2020-02-15,2020-03-03,1,17,2019-07-25,1
"1","6","Test Team 2",2020-02-09,2021-01-01,0,327,2019-11-01,1
"1","6","Test Team 2",2020-02-10,2021-01-01,0,326,2020-01-29,1
"1","6","Test Team 2",2020-02-10,2021-01-01,0,326,2019-07-16,1
"2","6","Test Team 2",2020-02-13,2020-04-22,1,69,2020-01-17,1
"2","6","Test Team 2",2020-02-14,2021-01-01,0,322,2020-01-01,1
"2","6","Test Team 2",2020-02-14,2020-03-05,1,20,2020-02-16,0
"2","6","Test Team 2",2020-02-12,2021-01-01,0,324,2019-12-07,1
"2","6","Test Team 2",2020-02-13,2020-03-22,1,38,2019-08-25,1
"2","6","Test Team 2",2020-02-11,2020-02-20,1,9,2020-02-16,0
"2","6","Test Team 2",2020-02-12,2020-05-18,1,96,2020-03-01,0
"2","6","Test Team 2",2020-02-14,2021-01-01,0,322,2020-12-21,0
"2","6","Test Team 2",2020-02-13,2020-04-02,1,49,2019-10-13,1
"2","6","Test Team 2",2020-02-13,2020-02-19,1,6,2020-02-17,0
"2","6","Test Team 2",2020-02-15,2020-07-11,1,147,2020-03-19,0
"2","6","Test Team 2",2020-02-10,2020-03-19,1,38,2020-03-15,0
"2","6","Test Team 2",2020-02-09,2020-04-05,1,56,2020-01-18,1
"3","6","Test Team 2",2020-02-14,2020-03-28,1,43,2020-02-27,0
"3","6","Test Team 2",2020-02-13,2020-03-16,1,32,2020-03-06,0
"3","6","Test Team 2",2020-02-10,2021-01-01,0,326,2021-01-01,0
"3","6","Test Team 2",2020-02-15,2021-01-01,0,321,2020-05-22,0
"3","6","Test Team 2",2020-02-15,2021-01-01,0,321,2020-07-25,0
"3","6","Test Team 2",2020-02-11,2021-01-01,0,325,2020-10-02,0
"3","6","Test Team 2",2020-02-15,2020-02-15,1,0,2020-02-15,0
"3","6","Test Team 2",2020-02-15,2021-01-01,0,321,2020-06-26,0
"3","6","Test Team 2",2020-02-15,2020-05-14,1,89,2020-03-22,0
"3","6","Test Team 2",2020-02-14,2021-01-01,0,322,2020-04-16,0
"3","6","Test Team 2",2020-02-11,2021-01-01,0,325,2020-02-10,1
"3","6","Test Team 2",2020-02-09,2020-04-04,1,55,2020-03-19,0
"3","6","Test Team 2",2020-02-10,2020-03-10,1,29,2019-03-06,1
"4","6","Test Team 2",2020-02-12,2020-03-10,1,27,2019-01-14,1
"4","6","Test Team 2",2020-02-09,2020-04-19,1,70,2020-02-09,0
"4","6","Test Team 2",2020-02-11,2020-03-05,1,23,2020-02-18,0
"4","6","Test Team 2",2020-02-09,2021-01-01,0,327,2020-03-27,0
"4","6","Test Team 2",2020-02-10,2020-02-28,1,18,2020-02-27,0
"4","6","Test Team 2",2020-02-15,2020-03-20,1,34,2020-02-15,0
"4","6","Test Team 2",2020-02-12,2020-06-05,1,114,2019-03-25,1
"4","6","Test Team 2",2020-02-14,2021-01-01,0,322,2020-09-14,0
"4","6","Test Team 2",2020-02-15,2020-03-26,1,40,2020-03-02,0
"4","6","Test Team 2",2020-02-15,2021-01-01,0,321,2021-01-01,0
"5","6","Test Team 2",2020-02-13,2021-01-01,0,323,2019-01-12,1
"5","6","Test Team 2",2020-02-12,2020-03-30,1,47,2020-03-26,0
"5","6","Test Team 2",2020-02-15,2020-06-27,1,133,2020-06-19,0
"5","6","Test Team 2",2020-02-10,2020-02-13,1,3,2019-12-23,1
"5","6","Test Team 2",2020-02-12,2021-01-01,0,324,2021-01-01,0
"5","6","Test Team 2",2020-02-15,2020-03-18,1,32,2019-07-03,1
"5","6","Test Team 2",2020-02-14,2020-05-09,1,85,2019-12-28,1
"5","6","Test Team 2",2020-02-14,2021-01-01,0,322,2019-09-29,1
"6","6","Test Team 2",2020-02-13,2021-01-01,0,323,2019-05-27,1
"6","6","Test Team 2",2020-02-15,2020-04-10,1,55,2020-01-29,1
"6","6","Test Team 2",2020-02-11,2020-05-21,1,100,2020-05-12,0
"6","6","Test Team 2",2020-02-09,2021-01-01,0,327,2021-01-01,0
"6","6","Test Team 2",2020-02-11,2020-06-18,1,128,2020-05-20,0
"7","6","Test Team 2",2020-02-14,2021-01-01,0,322,2021-01-01,0
"7","6","Test Team 2",2020-02-12,2021-01-01,0,324,2019-07-25,1
"7","6","Test Team 2",2020-02-11,2020-06-18,1,128,2019-02-19,1
"7","6","Test Team 2",2020-02-13,2021-01-01,0,323,2020-11-12,0
"7","6","Test Team 2",2020-02-15,2021-01-01,0,321,2019-05-11,1
"8","6","Test Team 2",2020-02-13,2021-01-01,0,323,2019-08-09,1
"8","6","Test Team 2",2020-02-11,2021-01-01,0,325,2019-01-03,1
