"team","group","first.seen","last.seen"
"8","Test Team 2",2020-05-04,2021-01-01
"8","Test Team 2",2020-05-05,2021-01-01
"8","Test Team 2",2020-05-05,2020-08-25
"8","Test Team 2",2020-05-04,2020-08-30
"8","Test Team 2",2020-05-05,2021-01-01
"9","Test Team 2",2020-05-05,2020-07-21
"9","Test Team 2",2020-05-05,2021-01-01
"9","Test Team 2",2020-05-04,2020-08-23
"9","Test Team 2",2020-05-04,2020-11-17
"9","Test Team 2",2020-05-03,2020-12-15
"9","Test Team 2",2020-05-03,2021-01-01
"9","Test Team 2",2020-05-05,2020-05-19
"9","Test Team 2",2020-05-05,2020-05-26
"9","Test Team 2",2020-05-05,2020-10-06
"9","Test Team 2",2020-05-05,2020-08-25
"9","Test Team 2",2020-05-05,2021-01-01
"10","Test Team 2",2020-05-05,2020-08-11
"10","Test Team 2",2020-05-05,2020-06-15
"10","Test Team 2",2020-05-05,2021-01-01
"10","Test Team 2",2020-05-05,2020-06-09
"10","Test Team 2",2020-05-05,2021-01-01
"10","Test Team 2",2020-05-05,2020-05-26
"10","Test Team 2",2020-05-05,2020-05-19
"11","Test Team 2",2020-05-05,2021-01-01
"11","Test Team 2",2020-05-05,2020-05-05
"11","Test Team 2",2020-05-05,2020-07-21
"11","Test Team 2",2020-05-03,2020-12-01
"11","Test Team 2",2020-05-03,2021-01-01
"11","Test Team 2",2020-05-03,2021-01-01
"11","Test Team 2",2020-05-05,2020-05-12
"11","Test Team 2",2020-05-05,2020-05-10
"11","Test Team 2",2020-05-05,2020-12-29
"11","Test Team 2",2020-05-05,2021-01-01
"11","Test Team 2",2020-05-05,2020-06-22
"11","Test Team 2",2020-05-04,2020-08-04
"11","Test Team 2",2020-05-05,2021-01-01
"11","Test Team 2",2020-05-05,2021-01-01
"11","Test Team 2",2020-05-05,2020-06-16
"11","Test Team 2",2020-05-03,2020-05-26
"11","Test Team 2",2020-05-04,2020-07-27
"11","Test Team 2",2020-05-04,2021-01-01
"12","Test Team 2",2020-05-05,2020-06-16
"12","Test Team 2",2020-05-05,2020-05-05
"12","Test Team 2",2020-05-05,2020-05-12
"12","Test Team 2",2020-05-04,2021-01-01
"12","Test Team 2",2020-05-05,2020-11-03
"12","Test Team 2",2020-05-05,2021-01-01
"12","Test Team 2",2020-05-05,2021-01-01
"13","Test Team 2",2020-05-03,2020-12-22
"13","Test Team 2",2020-05-05,2020-09-20
"13","Test Team 2",2020-05-05,2020-05-18
"13","Test Team 2",2020-05-05,2020-09-22
"13","Test Team 2",2020-05-04,2020-12-08
"13","Test Team 2",2020-05-04,2020-07-14
"13","Test Team 2",2020-05-05,2020-12-08
"13","Test Team 2",2020-05-05,2020-11-17
"13","Test Team 2",2020-05-05,2020-10-13
"13","Test Team 2",2020-05-03,2020-12-01
"14","Test Team 2",2020-05-05,2020-12-29
"14","Test Team 2",2020-05-05,2020-07-06
"14","Test Team 2",2020-05-05,2021-01-01
"14","Test Team 2",2020-05-03,2021-01-01
"15","Test Team 2",2020-05-05,2020-05-05
"15","Test Team 2",2020-05-05,2020-09-01
"15","Test Team 2",2020-05-05,2021-01-01
"15","Test Team 2",2020-05-05,2020-09-27
"15","Test Team 2",2020-05-05,2021-01-01
"15","Test Team 2",2020-05-05,2021-01-01
"15","Test Team 2",2020-05-04,2020-05-19
"15","Test Team 2",2020-05-05,2020-05-05
"15","Test Team 2",2020-05-05,2020-09-29
"15","Test Team 2",2020-05-05,2020-06-15
"15","Test Team 2",2020-05-03,2020-05-12
"15","Test Team 2",2020-05-05,2021-01-01
"15","Test Team 2",2020-05-04,2021-01-01
"15","Test Team 2",2020-05-05,2020-09-22
"1","Test Team 2",2020-05-11,2020-08-18
"1","Test Team 2",2020-05-12,2020-10-12
"1","Test Team 2",2020-05-12,2021-01-01
"1","Test Team 2",2020-05-12,2021-01-01
"1","Test Team 2",2020-05-11,2020-06-21
"1","Test Team 2",2020-05-12,2020-05-19
"1","Test Team 2",2020-05-11,2020-08-03
"1","Test Team 2",2020-05-12,2021-01-01
"1","Test Team 2",2020-05-12,2020-10-06
"1","Test Team 2",2020-05-12,2020-05-31
"1","Test Team 2",2020-05-12,2021-01-01
"1","Test Team 2",2020-05-12,2020-09-29
"2","Test Team 2",2020-05-12,2020-12-20
"2","Test Team 2",2020-05-12,2020-06-16
"2","Test Team 2",2020-05-11,2021-01-01
"2","Test Team 2",2020-05-12,2020-11-22
"2","Test Team 2",2020-05-12,2021-01-01
"2","Test Team 2",2020-05-12,2020-11-02
"2","Test Team 2",2020-05-12,2020-06-16
"2","Test Team 2",2020-05-11,2021-01-01
"2","Test Team 2",2020-05-10,2020-05-24
"3","Test Team 2",2020-05-12,2020-09-08
"3","Test Team 2",2020-05-10,2021-01-01
"3","Test Team 2",2020-05-12,2020-10-13
"3","Test Team 2",2020-05-12,2020-09-29
"3","Test Team 2",2020-05-12,2021-01-01
"3","Test Team 2",2020-05-12,2020-10-27
"3","Test Team 2",2020-05-12,2021-01-01
"3","Test Team 2",2020-05-12,2021-01-01
"3","Test Team 2",2020-05-12,2020-05-26
"3","Test Team 2",2020-05-12,2021-01-01
"3","Test Team 2",2020-05-12,2020-05-19
"3","Test Team 2",2020-05-12,2020-06-02
"3","Test Team 2",2020-05-11,2021-01-01
"3","Test Team 2",2020-05-10,2020-11-17
"3","Test Team 2",2020-05-12,2020-08-10
"3","Test Team 2",2020-05-12,2021-01-01
"3","Test Team 2",2020-05-12,2020-12-29
"3","Test Team 2",2020-05-12,2020-05-24
"3","Test Team 2",2020-05-12,2020-09-01
"3","Test Team 2",2020-05-12,2021-01-01
"3","Test Team 2",2020-05-12,2021-01-01
"4","Test Team 2",2020-05-11,2020-08-25
"4","Test Team 2",2020-05-12,2021-01-01
"4","Test Team 2",2020-05-12,2021-01-01
"4","Test Team 2",2020-05-10,2020-09-01
"4","Test Team 2",2020-05-12,2021-01-01
"4","Test Team 2",2020-05-10,2020-09-22
"4","Test Team 2",2020-05-11,2020-05-19
"4","Test Team 2",2020-05-12,2021-01-01
"4","Test Team 2",2020-05-12,2021-01-01
"4","Test Team 2",2020-05-12,2021-01-01
"4","Test Team 2",2020-05-12,2020-08-11
"4","Test Team 2",2020-05-12,2020-11-08
"4","Test Team 2",2020-05-12,2020-05-26
"5","Test Team 2",2020-05-10,2020-08-17
"5","Test Team 2",2020-05-11,2020-08-18
"5","Test Team 2",2020-05-12,2021-01-01
"5","Test Team 2",2020-05-10,2020-06-28
"5","Test Team 2",2020-05-10,2021-01-01
"5","Test Team 2",2020-05-11,2021-01-01
"5","Test Team 2",2020-05-12,2020-05-19
"5","Test Team 2",2020-05-12,2021-01-01
"5","Test Team 2",2020-05-10,2020-05-19
"5","Test Team 2",2020-05-12,2021-01-01
"5","Test Team 2",2020-05-12,2020-06-23
"6","Test Team 2",2020-05-12,2021-01-01
"6","Test Team 2",2020-05-11,2020-06-08
"6","Test Team 2",2020-05-12,2020-06-30
"6","Test Team 2",2020-05-12,2021-01-01
"6","Test Team 2",2020-05-12,2020-09-20
"6","Test Team 2",2020-05-11,2020-05-26
"6","Test Team 2",2020-05-12,2021-01-01
"6","Test Team 2",2020-05-12,2020-11-24
"6","Test Team 2",2020-05-12,2020-05-26
"6","Test Team 2",2020-05-12,2020-06-30
"6","Test Team 2",2020-05-12,2020-09-29
"7","Test Team 2",2020-05-12,2021-01-01
"7","Test Team 2",2020-05-12,2021-01-01
"7","Test Team 2",2020-05-12,2020-08-04
"7","Test Team 2",2020-05-12,2020-05-24
"7","Test Team 2",2020-05-12,2021-01-01
"7","Test Team 2",2020-05-12,2021-01-01
"7","Test Team 2",2020-05-12,2021-01-01
"8","Test Team 2",2020-05-12,2021-01-01
"8","Test Team 2",2020-05-10,2020-07-28
"8","Test Team 2",2020-05-12,2020-07-12
"8","Test Team 2",2020-05-12,2020-08-11
"8","Test Team 2",2020-05-11,2020-09-13
"8","Test Team 2",2020-05-11,2020-07-05
"8","Test Team 2",2020-05-12,2021-01-01
"8","Test Team 2",2020-05-12,2021-01-01
"8","Test Team 2",2020-05-11,2020-07-28
"8","Test Team 2",2020-05-11,2020-06-09
"8","Test Team 2",2020-05-10,2021-01-01
"9","Test Team 2",2020-05-12,2020-12-15
"9","Test Team 2",2020-05-12,2020-05-12
"9","Test Team 2",2020-05-12,2020-08-11
"9","Test Team 2",2020-05-12,2020-11-15
"9","Test Team 2",2020-05-12,2020-09-08
"9","Test Team 2",2020-05-12,2020-09-14
"9","Test Team 2",2020-05-12,2021-01-01
"9","Test Team 2",2020-05-12,2021-01-01
"9","Test Team 2",2020-05-12,2020-06-29
"9","Test Team 2",2020-05-12,2020-05-12
"9","Test Team 2",2020-05-12,2020-08-04
"9","Test Team 2",2020-05-12,2021-01-01
"9","Test Team 2",2020-05-12,2020-06-23
"10","Test Team 2",2020-05-10,2020-05-25
"10","Test Team 2",2020-05-12,2020-09-01
"10","Test Team 2",2020-05-12,2021-01-01
"10","Test Team 2",2020-05-11,2021-01-01
"10","Test Team 2",2020-05-10,2020-05-12
"11","Test Team 2",2020-05-12,2020-08-04
"11","Test Team 2",2020-05-11,2020-07-28
"11","Test Team 2",2020-05-12,2021-01-01
"11","Test Team 2",2020-05-12,2021-01-01
"11","Test Team 2",2020-05-12,2020-06-09
"11","Test Team 2",2020-05-12,2021-01-01
"11","Test Team 2",2020-05-12,2020-11-30
"11","Test Team 2",2020-05-12,2021-01-01
"11","Test Team 2",2020-05-11,2020-05-26
"11","Test Team 2",2020-05-12,2020-06-21
"11","Test Team 2",2020-05-12,2020-05-25
"11","Test Team 2",2020-05-11,2021-01-01
"11","Test Team 2",2020-05-10,2020-05-12
"12","Test Team 2",2020-05-10,2020-05-25
"12","Test Team 2",2020-05-12,2020-09-29
"12","Test Team 2",2020-05-12,2020-08-02
"12","Test Team 2",2020-05-12,2020-09-08
"12","Test Team 2",2020-05-10,2020-12-29
"12","Test Team 2",2020-05-12,2020-10-06
"13","Test Team 2",2020-05-11,2020-10-06
"13","Test Team 2",2020-05-11,2021-01-01
"13","Test Team 2",2020-05-12,2020-07-07
"13","Test Team 2",2020-05-12,2020-07-07
"13","Test Team 2",2020-05-10,2021-01-01
"13","Test Team 2",2020-05-12,2020-06-16
"13","Test Team 2",2020-05-12,2021-01-01
"13","Test Team 2",2020-05-12,2020-05-26
"13","Test Team 2",2020-05-12,2021-01-01
"13","Test Team 2",2020-05-12,2021-01-01
"13","Test Team 2",2020-05-12,2020-07-07
"14","Test Team 2",2020-05-12,2020-11-24
"14","Test Team 2",2020-05-12,2020-11-02
"14","Test Team 2",2020-05-12,2020-12-08
"14","Test Team 2",2020-05-12,2020-06-09
"14","Test Team 2",2020-05-12,2020-07-07
"14","Test Team 2",2020-05-11,2020-12-08
"14","Test Team 2",2020-05-12,2020-09-08
"14","Test Team 2",2020-05-11,2021-01-01
"14","Test Team 2",2020-05-12,2020-07-19
"15","Test Team 2",2020-05-12,2020-06-16
"15","Test Team 2",2020-05-12,2020-05-18
"15","Test Team 2",2020-05-10,2020-08-18
"15","Test Team 2",2020-05-12,2020-06-21
"15","Test Team 2",2020-05-12,2021-01-01
"1","Test Team 2",2020-05-19,2021-01-01
"1","Test Team 2",2020-05-19,2020-05-19
"1","Test Team 2",2020-05-19,2020-05-26
"1","Test Team 2",2020-05-19,2020-07-14
"1","Test Team 2",2020-05-19,2021-01-01
"1","Test Team 2",2020-05-19,2021-01-01
"1","Test Team 2",2020-05-19,2020-06-30
"1","Test Team 2",2020-05-19,2020-09-08
"1","Test Team 2",2020-05-19,2020-05-19
"1","Test Team 2",2020-05-19,2020-05-19
"1","Test Team 2",2020-05-17,2020-05-17
"1","Test Team 2",2020-05-19,2020-05-19
"1","Test Team 2",2020-05-18,2020-08-04
"1","Test Team 2",2020-05-19,2020-05-19
"1","Test Team 2",2020-05-19,2020-10-13
"1","Test Team 2",2020-05-18,2020-07-14
"1","Test Team 2",2020-05-19,2020-09-01
"1","Test Team 2",2020-05-19,2020-08-02
"1","Test Team 2",2020-05-19,2020-10-13
"1","Test Team 2",2020-05-19,2021-01-01
"1","Test Team 2",2020-05-19,2021-01-01
"2","Test Team 2",2020-05-19,2020-06-02
"2","Test Team 2",2020-05-19,2020-08-11
"2","Test Team 2",2020-05-17,2021-01-01
"2","Test Team 2",2020-05-19,2020-08-11
"2","Test Team 2",2020-05-19,2020-08-04
"2","Test Team 2",2020-05-19,2020-05-26
"2","Test Team 2",2020-05-19,2020-07-07
"2","Test Team 2",2020-05-19,2021-01-01
"2","Test Team 2",2020-05-19,2020-08-11
"2","Test Team 2",2020-05-19,2021-01-01
"2","Test Team 2",2020-05-19,2021-01-01
"2","Test Team 2",2020-05-19,2020-12-29
"2","Test Team 2",2020-05-17,2021-01-01
"3","Test Team 2",2020-05-19,2020-06-30
"3","Test Team 2",2020-05-19,2020-10-04
"3","Test Team 2",2020-05-19,2021-01-01
"3","Test Team 2",2020-05-18,2021-01-01
"3","Test Team 2",2020-05-19,2020-06-02
"3","Test Team 2",2020-05-17,2021-01-01
"3","Test Team 2",2020-05-19,2020-06-22
"3","Test Team 2",2020-05-19,2020-10-26
"3","Test Team 2",2020-05-19,2021-01-01
"3","Test Team 2",2020-05-19,2020-09-22
"4","Test Team 2",2020-05-19,2021-01-01
"4","Test Team 2",2020-05-19,2020-06-09
"4","Test Team 2",2020-05-19,2020-06-08
"4","Test Team 2",2020-05-19,2021-01-01
"4","Test Team 2",2020-05-18,2021-01-01
"4","Test Team 2",2020-05-19,2021-01-01
"4","Test Team 2",2020-05-17,2021-01-01
"4","Test Team 2",2020-05-18,2020-11-09
"5","Test Team 2",2020-05-17,2021-01-01
"5","Test Team 2",2020-05-19,2020-11-17
"5","Test Team 2",2020-05-19,2021-01-01
"5","Test Team 2",2020-05-19,2020-06-16
"5","Test Team 2",2020-05-19,2021-01-01
"6","Test Team 2",2020-05-19,2020-06-22
"6","Test Team 2",2020-05-19,2020-10-27
"6","Test Team 2",2020-05-19,2021-01-01
"6","Test Team 2",2020-05-19,2021-01-01
"6","Test Team 2",2020-05-19,2021-01-01
"6","Test Team 2",2020-05-19,2021-01-01
"6","Test Team 2",2020-05-19,2020-08-25
"6","Test Team 2",2020-05-19,2020-06-02
"6","Test Team 2",2020-05-19,2020-06-09
"7","Test Team 2",2020-05-19,2020-11-23
"7","Test Team 2",2020-05-19,2020-11-17
"8","Test Team 2",2020-05-18,2020-08-11
"8","Test Team 2",2020-05-19,2020-06-21
"8","Test Team 2",2020-05-19,2020-06-22
"8","Test Team 2",2020-05-19,2021-01-01
"8","Test Team 2",2020-05-18,2020-07-28
"8","Test Team 2",2020-05-18,2021-01-01
"8","Test Team 2",2020-05-19,2020-12-15
"8","Test Team 2",2020-05-19,2020-07-28
"8","Test Team 2",2020-05-19,2021-01-01
"8","Test Team 2",2020-05-19,2020-08-04
"8","Test Team 2",2020-05-19,2020-07-21
"8","Test Team 2",2020-05-17,2020-08-18
"9","Test Team 2",2020-05-19,2021-01-01
"9","Test Team 2",2020-05-19,2020-05-19
"9","Test Team 2",2020-05-19,2021-01-01
"9","Test Team 2",2020-05-19,2020-08-18
"9","Test Team 2",2020-05-19,2020-09-08
"9","Test Team 2",2020-05-17,2021-01-01
"9","Test Team 2",2020-05-19,2021-01-01
"9","Test Team 2",2020-05-19,2021-01-01
"9","Test Team 2",2020-05-19,2020-06-23
"9","Test Team 2",2020-05-18,2021-01-01
"9","Test Team 2",2020-05-17,2020-05-26
"9","Test Team 2",2020-05-19,2020-07-07
"9","Test Team 2",2020-05-19,2021-01-01
"10","Test Team 2",2020-05-19,2020-06-30
"10","Test Team 2",2020-05-19,2021-01-01
"10","Test Team 2",2020-05-19,2020-08-04
"10","Test Team 2",2020-05-19,2021-01-01
"10","Test Team 2",2020-05-18,2020-10-13
"10","Test Team 2",2020-05-19,2021-01-01
"11","Test Team 2",2020-05-19,2020-06-02
"11","Test Team 2",2020-05-19,2021-01-01
"12","Test Team 2",2020-05-19,2020-10-06
"12","Test Team 2",2020-05-19,2020-08-10
"12","Test Team 2",2020-05-19,2021-01-01
"12","Test Team 2",2020-05-19,2020-07-12
"12","Test Team 2",2020-05-19,2021-01-01
"12","Test Team 2",2020-05-17,2021-01-01
"12","Test Team 2",2020-05-19,2021-01-01
"13","Test Team 2",2020-05-18,2020-09-22
"13","Test Team 2",2020-05-19,2021-01-01
"13","Test Team 2",2020-05-19,2021-01-01
"13","Test Team 2",2020-05-18,2020-09-29
"13","Test Team 2",2020-05-19,2020-05-19
"13","Test Team 2",2020-05-19,2021-01-01
"13","Test Team 2",2020-05-17,2021-01-01
"13","Test Team 2",2020-05-19,2020-07-21
"14","Test Team 2",2020-05-19,2020-06-02
"14","Test Team 2",2020-05-19,2021-01-01
"14","Test Team 2",2020-05-19,2020-12-01
"14","Test Team 2",2020-05-19,2020-10-12
"14","Test Team 2",2020-05-19,2020-05-19
"14","Test Team 2",2020-05-19,2021-01-01
"14","Test Team 2",2020-05-19,2020-06-02
"15","Test Team 2",2020-05-19,2021-01-01
"15","Test Team 2",2020-05-19,2020-12-01
"15","Test Team 2",2020-05-19,2021-01-01
"15","Test Team 2",2020-05-19,2020-07-21
"15","Test Team 2",2020-05-19,2021-01-01
"15","Test Team 2",2020-05-17,2021-01-01
"15","Test Team 2",2020-05-19,2020-12-15
"15","Test Team 2",2020-05-19,2021-01-01
"15","Test Team 2",2020-05-17,2020-05-18
"15","Test Team 2",2020-05-19,2020-06-02
"15","Test Team 2",2020-05-19,2020-05-26
"15","Test Team 2",2020-05-18,2021-01-01
"1","Test Team 2",2020-05-24,2021-01-01
"1","Test Team 2",2020-05-24,2021-01-01
"1","Test Team 2",2020-05-24,2021-01-01
"1","Test Team 2",2020-05-26,2020-09-29
"1","Test Team 2",2020-05-26,2020-07-13
"1","Test Team 2",2020-05-24,2020-06-30
"1","Test Team 2",2020-05-26,2020-06-09
"2","Test Team 2",2020-05-25,2020-06-07
"2","Test Team 2",2020-05-26,2021-01-01
"2","Test Team 2",2020-05-26,2021-01-01
"2","Test Team 2",2020-05-26,2021-01-01
"2","Test Team 2",2020-05-26,2020-11-02
"2","Test Team 2",2020-05-25,2020-12-22
"2","Test Team 2",2020-05-26,2020-10-27
"2","Test Team 2",2020-05-26,2021-01-01
"2","Test Team 2",2020-05-26,2020-05-26
"2","Test Team 2",2020-05-24,2020-12-28
"2","Test Team 2",2020-05-25,2021-01-01
"2","Test Team 2",2020-05-25,2021-01-01
"2","Test Team 2",2020-05-26,2021-01-01
"2","Test Team 2",2020-05-25,2021-01-01
"2","Test Team 2",2020-05-24,2020-12-08
"3","Test Team 2",2020-05-25,2021-01-01
"3","Test Team 2",2020-05-25,2021-01-01
"3","Test Team 2",2020-05-26,2021-01-01
"3","Test Team 2",2020-05-26,2021-01-01
"3","Test Team 2",2020-05-26,2021-01-01
"3","Test Team 2",2020-05-26,2020-11-03
"3","Test Team 2",2020-05-25,2020-07-14
"3","Test Team 2",2020-05-26,2021-01-01
"3","Test Team 2",2020-05-25,2020-05-26
"3","Test Team 2",2020-05-26,2020-07-26
"3","Test Team 2",2020-05-25,2020-11-15
"4","Test Team 2",2020-05-26,2021-01-01
"4","Test Team 2",2020-05-25,2021-01-01
"4","Test Team 2",2020-05-26,2020-08-18
"4","Test Team 2",2020-05-26,2021-01-01
"4","Test Team 2",2020-05-26,2020-11-08
"4","Test Team 2",2020-05-26,2020-06-09
"4","Test Team 2",2020-05-26,2021-01-01
"4","Test Team 2",2020-05-25,2020-09-01
"5","Test Team 2",2020-05-26,2020-06-16
"6","Test Team 2",2020-05-26,2020-12-01
"6","Test Team 2",2020-05-25,2021-01-01
"6","Test Team 2",2020-05-26,2020-05-26
"6","Test Team 2",2020-05-26,2020-06-21
"6","Test Team 2",2020-05-26,2020-12-01
"6","Test Team 2",2020-05-25,2020-08-11
"6","Test Team 2",2020-05-26,2020-08-04
"6","Test Team 2",2020-05-26,2021-01-01
"6","Test Team 2",2020-05-24,2021-01-01
"6","Test Team 2",2020-05-26,2020-05-26
"6","Test Team 2",2020-05-26,2020-08-04
"6","Test Team 2",2020-05-26,2020-07-28
"6","Test Team 2",2020-05-26,2021-01-01
"7","Test Team 2",2020-05-26,2021-01-01
"7","Test Team 2",2020-05-26,2020-07-21
"7","Test Team 2",2020-05-26,2020-07-07
"7","Test Team 2",2020-05-25,2021-01-01
"7","Test Team 2",2020-05-26,2021-01-01
"7","Test Team 2",2020-05-24,2021-01-01
"7","Test Team 2",2020-05-26,2020-06-23
"7","Test Team 2",2020-05-26,2020-07-28
"7","Test Team 2",2020-05-26,2020-07-12
"7","Test Team 2",2020-05-26,2020-08-04
"7","Test Team 2",2020-05-26,2021-01-01
"7","Test Team 2",2020-05-26,2020-06-02
"7","Test Team 2",2020-05-26,2020-08-09
"8","Test Team 2",2020-05-26,2020-06-14
"8","Test Team 2",2020-05-26,2021-01-01
"8","Test Team 2",2020-05-26,2021-01-01
"8","Test Team 2",2020-05-26,2020-06-02
"8","Test Team 2",2020-05-24,2021-01-01
"8","Test Team 2",2020-05-26,2020-10-13
"8","Test Team 2",2020-05-25,2021-01-01
"8","Test Team 2",2020-05-26,2020-08-04
"8","Test Team 2",2020-05-26,2020-07-28
"8","Test Team 2",2020-05-26,2020-06-08
"8","Test Team 2",2020-05-24,2020-06-30
"8","Test Team 2",2020-05-26,2021-01-01
"8","Test Team 2",2020-05-26,2021-01-01
"8","Test Team 2",2020-05-26,2021-01-01
"8","Test Team 2",2020-05-26,2020-07-21
"8","Test Team 2",2020-05-26,2020-06-23
"8","Test Team 2",2020-05-25,2020-11-17
"8","Test Team 2",2020-05-26,2020-07-14
"8","Test Team 2",2020-05-26,2021-01-01
"8","Test Team 2",2020-05-26,2020-05-26
"9","Test Team 2",2020-05-25,2021-01-01
"9","Test Team 2",2020-05-26,2021-01-01
"9","Test Team 2",2020-05-24,2020-10-06
"9","Test Team 2",2020-05-26,2021-01-01
"9","Test Team 2",2020-05-26,2021-01-01
"9","Test Team 2",2020-05-26,2021-01-01
"9","Test Team 2",2020-05-26,2020-06-09
"9","Test Team 2",2020-05-26,2020-11-03
"9","Test Team 2",2020-05-26,2020-08-04
"9","Test Team 2",2020-05-26,2021-01-01
"9","Test Team 2",2020-05-26,2020-08-31
"10","Test Team 2",2020-05-26,2020-07-28
"10","Test Team 2",2020-05-24,2020-06-16
"10","Test Team 2",2020-05-26,2020-11-15
"10","Test Team 2",2020-05-26,2020-12-29
"10","Test Team 2",2020-05-25,2020-10-27
"10","Test Team 2",2020-05-24,2021-01-01
"10","Test Team 2",2020-05-26,2020-09-21
"10","Test Team 2",2020-05-26,2021-01-01
"10","Test Team 2",2020-05-26,2020-07-21
"10","Test Team 2",2020-05-24,2020-06-02
"10","Test Team 2",2020-05-26,2021-01-01
"10","Test Team 2",2020-05-26,2020-10-06
"10","Test Team 2",2020-05-26,2021-01-01
"11","Test Team 2",2020-05-26,2021-01-01
"11","Test Team 2",2020-05-26,2021-01-01
"11","Test Team 2",2020-05-25,2020-08-11
"11","Test Team 2",2020-05-26,2020-12-15
"11","Test Team 2",2020-05-26,2020-07-19
"11","Test Team 2",2020-05-24,2020-07-07
"11","Test Team 2",2020-05-24,2020-10-12
"11","Test Team 2",2020-05-26,2021-01-01
"12","Test Team 2",2020-05-26,2021-01-01
"12","Test Team 2",2020-05-26,2020-06-09
"12","Test Team 2",2020-05-26,2020-11-17
"12","Test Team 2",2020-05-26,2020-09-29
"12","Test Team 2",2020-05-26,2020-07-05
"12","Test Team 2",2020-05-26,2021-01-01
"12","Test Team 2",2020-05-26,2020-08-11
"12","Test Team 2",2020-05-26,2020-07-28
"12","Test Team 2",2020-05-26,2020-06-23
"12","Test Team 2",2020-05-25,2020-07-28
"13","Test Team 2",2020-05-26,2020-07-07
"13","Test Team 2",2020-05-25,2020-10-27
"13","Test Team 2",2020-05-26,2021-01-01
"13","Test Team 2",2020-05-26,2020-07-21
"13","Test Team 2",2020-05-26,2020-10-05
"13","Test Team 2",2020-05-26,2020-08-02
"13","Test Team 2",2020-05-26,2020-09-07
"13","Test Team 2",2020-05-26,2020-07-21
"13","Test Team 2",2020-05-26,2021-01-01
"13","Test Team 2",2020-05-24,2020-06-23
"13","Test Team 2",2020-05-26,2020-09-21
"13","Test Team 2",2020-05-26,2021-01-01
"13","Test Team 2",2020-05-24,2020-06-02
"13","Test Team 2",2020-05-26,2021-01-01
"14","Test Team 2",2020-05-25,2020-11-03
"14","Test Team 2",2020-05-26,2020-06-02
"14","Test Team 2",2020-05-25,2020-05-25
"14","Test Team 2",2020-05-26,2020-08-04
"14","Test Team 2",2020-05-26,2021-01-01
"14","Test Team 2",2020-05-26,2020-10-25
"14","Test Team 2",2020-05-26,2020-10-11
"14","Test Team 2",2020-05-26,2021-01-01
"14","Test Team 2",2020-05-24,2020-10-27
"15","Test Team 2",2020-05-25,2020-09-08
"15","Test Team 2",2020-05-26,2020-06-01
"15","Test Team 2",2020-05-26,2020-05-26
"15","Test Team 2",2020-05-25,2020-06-16
"15","Test Team 2",2020-05-26,2020-09-06
"15","Test Team 2",2020-05-26,2020-10-06
"15","Test Team 2",2020-05-25,2020-12-08
"15","Test Team 2",2020-05-26,2021-01-01
"15","Test Team 2",2020-05-26,2020-10-27
"15","Test Team 2",2020-05-26,2020-11-17
"15","Test Team 2",2020-05-26,2020-07-21
"15","Test Team 2",2020-05-26,2021-01-01
"15","Test Team 2",2020-05-26,2020-05-26
"1","Test Team 2",2020-06-02,2021-01-01
"1","Test Team 2",2020-06-02,2021-01-01
"1","Test Team 2",2020-06-02,2020-12-22
"1","Test Team 2",2020-05-31,2020-10-19
"1","Test Team 2",2020-05-31,2020-07-14
"1","Test Team 2",2020-06-02,2020-11-29
"1","Test Team 2",2020-06-02,2021-01-01
"1","Test Team 2",2020-06-02,2020-08-18
"1","Test Team 2",2020-06-01,2021-01-01
"2","Test Team 2",2020-06-01,2020-07-12
"2","Test Team 2",2020-05-31,2021-01-01
"2","Test Team 2",2020-06-02,2021-01-01
"2","Test Team 2",2020-05-31,2021-01-01
"2","Test Team 2",2020-06-01,2021-01-01
"2","Test Team 2",2020-06-01,2021-01-01
"2","Test Team 2",2020-06-02,2020-12-29
"3","Test Team 2",2020-06-02,2020-07-07
"3","Test Team 2",2020-06-02,2021-01-01
"3","Test Team 2",2020-06-02,2021-01-01
"3","Test Team 2",2020-06-02,2020-06-02
"3","Test Team 2",2020-06-01,2020-09-01
"3","Test Team 2",2020-06-02,2021-01-01
"3","Test Team 2",2020-06-02,2021-01-01
"3","Test Team 2",2020-06-02,2021-01-01
"3","Test Team 2",2020-06-02,2020-06-02
"3","Test Team 2",2020-06-02,2020-07-14
"3","Test Team 2",2020-06-02,2020-11-10
"3","Test Team 2",2020-06-02,2021-01-01
"3","Test Team 2",2020-06-02,2020-06-02
"4","Test Team 2",2020-06-02,2021-01-01
"4","Test Team 2",2020-06-02,2021-01-01
"5","Test Team 2",2020-05-31,2020-07-28
"5","Test Team 2",2020-06-02,2021-01-01
"5","Test Team 2",2020-06-02,2021-01-01
"5","Test Team 2",2020-06-02,2020-06-30
"5","Test Team 2",2020-05-31,2020-06-16
"5","Test Team 2",2020-06-02,2020-07-07
"6","Test Team 2",2020-06-02,2020-11-03
"6","Test Team 2",2020-06-01,2020-10-27
"6","Test Team 2",2020-06-02,2020-06-09
"6","Test Team 2",2020-06-02,2020-07-21
"6","Test Team 2",2020-06-02,2020-11-30
"6","Test Team 2",2020-06-02,2020-11-02
"7","Test Team 2",2020-05-31,2020-09-27
"7","Test Team 2",2020-06-01,2020-08-23
"7","Test Team 2",2020-06-02,2020-11-22
"7","Test Team 2",2020-06-01,2020-08-11
"7","Test Team 2",2020-06-02,2021-01-01
