"team","week","group","first.seen","last.seen","status","time.diff","severity","vuln.date","week.end","id"
"1",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-03-21",53,9837
"1",14,"Test Team 2",2020-04-06,2021-01-01,0,270,"High","2018-04-23",53,9838
"1",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"High","2019-04-09",53,9839
"1",14,"Test Team 2",2020-04-06,2020-09-29,1,176,"High","2019-07-19",39,9840
"1",14,"Test Team 2",2020-04-07,2020-10-20,1,196,"High","2019-05-10",42,9841
"1",14,"Test Team 2",2020-04-06,2021-01-01,0,270,"Critical","2019-05-02",53,9842
"1",14,"Test Team 2",2020-04-07,2020-04-14,1,7,"Critical","2018-08-16",15,9843
"1",14,"Test Team 2",2020-04-06,2020-06-30,1,85,"Critical","2018-07-27",26,9844
"1",14,"Test Team 2",2020-04-06,2020-05-19,1,43,"High","2019-07-20",20,9845
"1",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"High","2019-06-29",53,9846
"1",14,"Test Team 2",2020-04-05,2020-04-28,1,23,"High","2019-11-24",17,9847
"1",14,"Test Team 2",2020-04-07,2020-08-04,1,119,"High","2019-12-14",31,9848
"1",14,"Test Team 2",2020-04-07,2020-06-01,1,55,"High","2019-04-08",22,9849
"2",14,"Test Team 2",2020-04-07,2020-04-13,1,6,"Critical","2017-08-21",15,9850
"2",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2020-01-12",53,9851
"2",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-01-06",53,9852
"2",14,"Test Team 2",2020-04-06,2020-07-05,1,90,"Critical","2018-10-30",27,9853
"2",14,"Test Team 2",2020-04-07,2020-06-15,1,69,"High","2019-06-11",24,9854
"2",14,"Test Team 2",2020-04-07,2020-12-08,1,245,"Critical","2019-01-10",49,9855
"2",14,"Test Team 2",2020-04-07,2020-06-16,1,70,"High","2019-07-01",24,9856
"3",14,"Test Team 2",2020-04-07,2020-07-28,1,112,"High","2019-10-30",30,9857
"3",14,"Test Team 2",2020-04-05,2020-05-04,1,29,"Critical","2019-09-27",18,9858
"3",14,"Test Team 2",2020-04-07,2020-05-31,1,54,"High","2019-06-03",22,9859
"3",14,"Test Team 2",2020-04-06,2020-10-13,1,190,"High","2020-03-08",41,9860
"3",14,"Test Team 2",2020-04-07,2020-08-04,1,119,"High","2019-12-02",31,9861
"3",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-10-18",53,9862
"3",14,"Test Team 2",2020-04-07,2020-04-14,1,7,"Critical","2019-09-08",15,9863
"3",14,"Test Team 2",2020-04-06,2021-01-01,0,270,"High","2019-12-04",53,9864
"3",14,"Test Team 2",2020-04-06,2020-07-06,1,91,"High","2018-12-08",27,9865
"3",14,"Test Team 2",2020-04-07,2020-12-01,1,238,"Critical","2019-04-23",48,9866
"3",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"Critical","2020-02-17",53,9867
"4",14,"Test Team 2",2020-04-07,2020-04-22,1,15,"Critical","2020-01-20",17,9868
"4",14,"Test Team 2",2020-04-07,2020-05-05,1,28,"Critical","2020-02-08",18,9869
"4",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"High","2019-09-13",53,9870
"4",14,"Test Team 2",2020-04-05,2020-10-06,1,184,"High","2019-04-09",40,9871
"4",14,"Test Team 2",2020-04-07,2020-04-07,1,0,"Critical","2020-01-13",14,9872
"4",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-06-05",53,9873
"4",14,"Test Team 2",2020-04-07,2020-11-10,1,217,"Critical","2020-01-27",45,9874
"4",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-08-15",53,9875
"4",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-08-02",53,9876
"4",14,"Test Team 2",2020-04-05,2020-04-07,1,2,"Critical","2019-08-05",14,9877
"4",14,"Test Team 2",2020-04-07,2020-06-09,1,63,"Critical","2018-07-14",23,9878
"5",14,"Test Team 2",2020-04-07,2020-06-23,1,77,"Critical","2019-06-13",25,9879
"5",14,"Test Team 2",2020-04-07,2020-08-18,1,133,"High","2020-01-17",33,9880
"5",14,"Test Team 2",2020-04-07,2020-08-18,1,133,"Critical","2019-10-05",33,9881
"5",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"High","2019-10-31",53,9882
"5",14,"Test Team 2",2020-04-07,2020-04-28,1,21,"High","2019-11-07",17,9883
"5",14,"Test Team 2",2020-04-07,2020-07-07,1,91,"Critical","2019-12-15",27,9884
"6",14,"Test Team 2",2020-04-07,2020-08-09,1,124,"High","2019-10-11",32,9885
"7",14,"Test Team 2",2020-04-07,2020-12-14,1,251,"Critical","2020-02-15",50,9886
"7",14,"Test Team 2",2020-04-07,2020-12-29,1,266,"Critical","2019-06-12",52,9887
"7",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"Critical","2019-11-24",53,9888
"7",14,"Test Team 2",2020-04-05,2020-06-16,1,72,"Critical","2019-11-29",24,9889
"7",14,"Test Team 2",2020-04-07,2020-05-03,1,26,"Critical","2019-07-21",18,9890
"7",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-08-12",53,9891
"8",14,"Test Team 2",2020-04-07,2020-12-01,1,238,"High","2019-06-23",48,9892
"8",14,"Test Team 2",2020-04-06,2020-12-08,1,246,"Critical","2019-09-15",49,9893
"8",14,"Test Team 2",2020-04-06,2020-05-12,1,36,"Critical","2020-01-19",19,9894
"8",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2020-01-16",53,9895
"8",14,"Test Team 2",2020-04-07,2020-10-13,1,189,"Critical","2018-05-23",41,9896
"8",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"Critical","2019-10-22",53,9897
"8",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"Critical","2019-04-22",53,9898
"8",14,"Test Team 2",2020-04-06,2020-09-29,1,176,"High","2016-10-26",39,9899
"8",14,"Test Team 2",2020-04-07,2020-04-21,1,14,"High","2019-10-05",16,9900
"8",14,"Test Team 2",2020-04-07,2020-05-26,1,49,"Critical","2020-03-16",21,9901
"8",14,"Test Team 2",2020-04-07,2020-04-08,1,1,"High","2017-11-06",15,9902
"9",14,"Test Team 2",2020-04-06,2020-04-14,1,8,"High","2019-10-21",15,9903
"9",14,"Test Team 2",2020-04-07,2020-04-28,1,21,"High","2019-11-20",17,9904
"9",14,"Test Team 2",2020-04-07,2020-04-27,1,20,"Critical","2018-08-18",17,9905
"10",14,"Test Team 2",2020-04-05,2020-11-24,1,233,"High","2019-10-10",47,9906
"10",14,"Test Team 2",2020-04-06,2020-06-14,1,69,"High","2019-09-23",24,9907
"10",14,"Test Team 2",2020-04-07,2020-10-27,1,203,"High","2019-08-26",43,9908
"10",14,"Test Team 2",2020-04-07,2020-10-26,1,202,"Critical","2020-03-01",43,9909
"10",14,"Test Team 2",2020-04-06,2020-06-16,1,71,"High","2017-04-30",24,9910
"10",14,"Test Team 2",2020-04-07,2020-06-30,1,84,"Critical","2020-02-21",26,9911
"10",14,"Test Team 2",2020-04-07,2020-05-11,1,34,"High","2019-04-20",19,9912
"10",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-05-05",53,9913
"10",14,"Test Team 2",2020-04-05,2020-06-16,1,72,"High","2019-08-13",24,9914
"10",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2017-10-24",53,9915
"10",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-09-10",53,9916
"10",14,"Test Team 2",2020-04-07,2020-05-12,1,35,"Critical","2020-02-17",19,9917
"10",14,"Test Team 2",2020-04-07,2020-09-22,1,168,"High","2019-06-01",38,9918
"10",14,"Test Team 2",2020-04-07,2020-07-28,1,112,"Critical","2019-09-14",30,9919
"11",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"High","2019-05-19",53,9920
"11",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"Critical","2019-04-19",53,9921
"11",14,"Test Team 2",2020-04-07,2020-07-28,1,112,"High","2020-01-10",30,9922
"11",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"Critical","2019-09-24",53,9923
"11",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"Critical","2020-01-31",53,9924
"11",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"Critical","2019-06-16",53,9925
"11",14,"Test Team 2",2020-04-05,2020-04-26,1,21,"High","2018-07-03",17,9926
"11",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2020-02-26",53,9927
"11",14,"Test Team 2",2020-04-06,2021-01-01,0,270,"High","2017-12-16",53,9928
"11",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2017-09-15",53,9929
"11",14,"Test Team 2",2020-04-07,2020-08-31,1,146,"Critical","2020-01-24",35,9930
"11",14,"Test Team 2",2020-04-07,2020-04-07,1,0,"Critical","2020-03-23",14,9931
"11",14,"Test Team 2",2020-04-06,2020-04-22,1,16,"Critical","2020-01-25",17,9932
"11",14,"Test Team 2",2020-04-07,2020-06-28,1,82,"High","2020-04-05",26,9933
"11",14,"Test Team 2",2020-04-07,2020-05-26,1,49,"Critical","2019-10-01",21,9934
"11",14,"Test Team 2",2020-04-07,2020-05-05,1,28,"High","2019-10-21",18,9935
"11",14,"Test Team 2",2020-04-07,2020-04-08,1,1,"Critical","2019-04-15",15,9936
"11",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-11-22",53,9937
"11",14,"Test Team 2",2020-04-06,2021-01-01,0,270,"High","2019-09-11",53,9938
"12",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-01-31",53,9939
"12",14,"Test Team 2",2020-04-07,2020-04-20,1,13,"Critical","2019-09-17",16,9940
"13",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"Critical","2020-02-21",53,9941
"13",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"High","2019-02-15",53,9942
"13",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2020-01-27",53,9943
"13",14,"Test Team 2",2020-04-07,2020-12-29,1,266,"Critical","2019-05-24",52,9944
"13",14,"Test Team 2",2020-04-07,2020-10-04,1,180,"Critical","2020-03-12",40,9945
"13",14,"Test Team 2",2020-04-07,2020-07-21,1,105,"Critical","2019-11-02",29,9946
"13",14,"Test Team 2",2020-04-05,2020-06-08,1,64,"Critical","2019-08-03",23,9947
"13",14,"Test Team 2",2020-04-07,2020-06-21,1,75,"Critical","2020-02-15",25,9948
"13",14,"Test Team 2",2020-04-06,2021-01-01,0,270,"High","2019-07-21",53,9949
"13",14,"Test Team 2",2020-04-06,2020-08-18,1,134,"Critical","2018-06-03",33,9950
"14",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"Critical","2020-03-07",53,9951
"14",14,"Test Team 2",2020-04-07,2020-12-15,1,252,"High","2019-12-15",50,9952
"14",14,"Test Team 2",2020-04-06,2020-04-13,1,7,"Critical","2019-07-12",15,9953
"14",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-04-09",53,9954
"14",14,"Test Team 2",2020-04-07,2020-05-10,1,33,"Critical","2019-03-17",19,9955
"14",14,"Test Team 2",2020-04-07,2020-08-17,1,132,"High","2020-01-02",33,9956
"14",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"High","2020-02-27",53,9957
"14",14,"Test Team 2",2020-04-07,2020-05-05,1,28,"Critical","2019-08-12",18,9958
"14",14,"Test Team 2",2020-04-06,2020-04-13,1,7,"Critical","2020-01-10",15,9959
"15",14,"Test Team 2",2020-04-07,2020-05-24,1,47,"Critical","2019-05-05",21,9960
"15",14,"Test Team 2",2020-04-07,2020-04-28,1,21,"Critical","2020-02-05",17,9961
"15",14,"Test Team 2",2020-04-07,2020-09-07,1,153,"Critical","2019-08-17",36,9962
"15",14,"Test Team 2",2020-04-07,2020-04-08,1,1,"Critical","2019-09-20",15,9963
"15",14,"Test Team 2",2020-04-07,2020-06-23,1,77,"Critical","2019-07-30",25,9964
"15",14,"Test Team 2",2020-04-07,2020-10-05,1,181,"High","2019-08-19",40,9965
"15",14,"Test Team 2",2020-04-07,2020-04-28,1,21,"Critical","2019-03-31",17,9966
"15",14,"Test Team 2",2020-04-05,2021-01-01,0,271,"High","2020-01-07",53,9967
"15",14,"Test Team 2",2020-04-07,2021-01-01,0,269,"High","2019-07-08",53,9968
"15",14,"Test Team 2",2020-04-07,2020-06-08,1,62,"Critical","2018-10-15",23,9969
"15",14,"Test Team 2",2020-04-07,2020-12-22,1,259,"Critical","2019-08-05",51,9970
"15",14,"Test Team 2",2020-04-07,2020-11-15,1,222,"High","2019-05-14",46,9971
"1",15,"Test Team 2",2020-04-13,2021-01-01,0,263,"Critical","2019-08-11",53,9972
"1",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"High","2019-07-12",53,9973
"1",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2020-04-07",53,9974
"1",15,"Test Team 2",2020-04-14,2020-04-21,1,7,"Critical","2019-11-15",16,9975
"1",15,"Test Team 2",2020-04-12,2020-06-02,1,51,"Critical","2019-12-07",22,9976
"1",15,"Test Team 2",2020-04-14,2020-04-28,1,14,"Critical","2019-11-18",17,9977
"1",15,"Test Team 2",2020-04-13,2021-01-01,0,263,"Critical","2019-04-17",53,9978
"1",15,"Test Team 2",2020-04-14,2020-09-15,1,154,"Critical","2019-07-24",37,9979
"1",15,"Test Team 2",2020-04-13,2021-01-01,0,263,"Critical","2020-02-28",53,9980
"2",15,"Test Team 2",2020-04-14,2020-04-14,1,0,"Critical","2020-02-23",15,9981
"2",15,"Test Team 2",2020-04-13,2021-01-01,0,263,"High","2018-08-04",53,9982
"2",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-12-08",53,9983
"2",15,"Test Team 2",2020-04-14,2020-04-27,1,13,"High","2019-06-18",17,9984
"2",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2020-01-11",53,9985
"2",15,"Test Team 2",2020-04-12,2020-06-09,1,58,"Critical","2019-08-24",23,9986
"2",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-11-05",53,9987
"2",15,"Test Team 2",2020-04-14,2020-05-19,1,35,"High","2019-08-10",20,9988
"2",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2018-06-14",53,9989
"2",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-09-18",53,9990
"3",15,"Test Team 2",2020-04-12,2020-05-05,1,23,"High","2019-07-08",18,9991
"3",15,"Test Team 2",2020-04-14,2020-07-07,1,84,"Critical","2020-02-14",27,9992
"3",15,"Test Team 2",2020-04-14,2020-05-26,1,42,"Critical","2017-12-05",21,9993
"3",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"High","2019-02-01",53,9994
"3",15,"Test Team 2",2020-04-14,2020-11-03,1,203,"High","2018-05-06",44,9995
"3",15,"Test Team 2",2020-04-14,2020-09-22,1,161,"Critical","2018-06-12",38,9996
"3",15,"Test Team 2",2020-04-14,2020-06-02,1,49,"High","2019-07-22",22,9997
"3",15,"Test Team 2",2020-04-14,2020-12-01,1,231,"Critical","2019-11-05",48,9998
"3",15,"Test Team 2",2020-04-13,2020-06-09,1,57,"High","2020-02-11",23,9999
"3",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-05-04",53,10000
"3",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2019-12-24",53,10001
"3",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2019-08-18",53,10002
"3",15,"Test Team 2",2020-04-14,2020-04-15,1,1,"Critical","2018-05-13",16,10003
"3",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"High","2020-03-06",53,10004
"3",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"High","2019-06-09",53,10005
"3",15,"Test Team 2",2020-04-14,2020-05-19,1,35,"Critical","2019-11-16",20,10006
"3",15,"Test Team 2",2020-04-13,2020-11-03,1,204,"Critical","2020-03-02",44,10007
"4",15,"Test Team 2",2020-04-14,2020-07-19,1,96,"High","2019-03-16",29,10008
"4",15,"Test Team 2",2020-04-14,2020-06-30,1,77,"High","2020-01-07",26,10009
"4",15,"Test Team 2",2020-04-14,2020-12-15,1,245,"High","2019-11-16",50,10010
"4",15,"Test Team 2",2020-04-14,2020-04-28,1,14,"Critical","2020-02-20",17,10011
"4",15,"Test Team 2",2020-04-14,2020-09-01,1,140,"Critical","2019-05-12",35,10012
"4",15,"Test Team 2",2020-04-14,2020-05-03,1,19,"High","2019-12-25",18,10013
"5",15,"Test Team 2",2020-04-14,2020-04-28,1,14,"Critical","2019-10-23",17,10014
"5",15,"Test Team 2",2020-04-13,2021-01-01,0,263,"High","2019-09-09",53,10015
"6",15,"Test Team 2",2020-04-14,2020-06-02,1,49,"Critical","2020-01-16",22,10016
"6",15,"Test Team 2",2020-04-14,2020-04-28,1,14,"High","2019-08-01",17,10017
"7",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"Critical","2019-12-07",53,10018
"7",15,"Test Team 2",2020-04-14,2020-07-21,1,98,"High","2020-03-18",29,10019
"7",15,"Test Team 2",2020-04-14,2020-09-22,1,161,"High","2019-12-16",38,10020
"7",15,"Test Team 2",2020-04-12,2020-09-29,1,170,"Critical","2019-05-16",39,10021
"7",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-10-30",53,10022
"7",15,"Test Team 2",2020-04-14,2020-07-28,1,105,"High","2019-08-08",30,10023
"7",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2020-02-16",53,10024
"7",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"High","2019-05-07",53,10025
"7",15,"Test Team 2",2020-04-14,2020-07-07,1,84,"High","2019-05-29",27,10026
"7",15,"Test Team 2",2020-04-14,2020-07-07,1,84,"Critical","2019-05-13",27,10027
"7",15,"Test Team 2",2020-04-12,2020-05-24,1,42,"Critical","2020-03-19",21,10028
"7",15,"Test Team 2",2020-04-12,2020-07-28,1,107,"High","2018-05-30",30,10029
"7",15,"Test Team 2",2020-04-14,2020-07-27,1,104,"High","2019-03-31",30,10030
"7",15,"Test Team 2",2020-04-12,2020-10-13,1,184,"Critical","2017-07-04",41,10031
"7",15,"Test Team 2",2020-04-14,2020-05-31,1,47,"High","2020-01-11",22,10032
"7",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-12-31",53,10033
"8",15,"Test Team 2",2020-04-13,2020-11-08,1,209,"High","2019-10-30",45,10034
"8",15,"Test Team 2",2020-04-14,2020-07-21,1,98,"Critical","2019-10-26",29,10035
"8",15,"Test Team 2",2020-04-14,2020-05-26,1,42,"Critical","2018-06-23",21,10036
"8",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2019-09-06",53,10037
"9",15,"Test Team 2",2020-04-12,2020-04-19,1,7,"Critical","2019-07-18",16,10038
"9",15,"Test Team 2",2020-04-14,2020-08-04,1,112,"Critical","2019-11-06",31,10039
"9",15,"Test Team 2",2020-04-14,2020-09-07,1,146,"High","2019-07-24",36,10040
"9",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"Critical","2020-02-19",53,10041
"9",15,"Test Team 2",2020-04-14,2020-08-17,1,125,"Critical","2020-03-06",33,10042
"9",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2020-03-01",53,10043
"9",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2020-01-14",53,10044
"9",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2020-03-14",53,10045
"9",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2020-03-23",53,10046
"9",15,"Test Team 2",2020-04-12,2020-08-18,1,128,"Critical","2019-09-04",33,10047
"9",15,"Test Team 2",2020-04-14,2020-06-23,1,70,"Critical","2019-12-14",25,10048
"9",15,"Test Team 2",2020-04-13,2020-04-28,1,15,"High","2019-08-21",17,10049
"9",15,"Test Team 2",2020-04-14,2020-05-04,1,20,"Critical","2020-01-31",18,10050
"9",15,"Test Team 2",2020-04-13,2020-11-03,1,204,"Critical","2020-03-15",44,10051
"9",15,"Test Team 2",2020-04-14,2020-07-21,1,98,"Critical","2019-12-21",29,10052
"10",15,"Test Team 2",2020-04-14,2020-04-15,1,1,"Critical","2020-04-08",16,10053
"10",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2020-03-26",53,10054
"10",15,"Test Team 2",2020-04-14,2020-05-26,1,42,"High","2019-06-05",21,10055
"10",15,"Test Team 2",2020-04-14,2020-05-17,1,33,"Critical","2018-06-01",20,10056
"10",15,"Test Team 2",2020-04-14,2020-05-24,1,40,"Critical","2019-12-20",21,10057
"10",15,"Test Team 2",2020-04-14,2020-06-09,1,56,"Critical","2019-11-19",23,10058
"10",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-07-23",53,10059
"10",15,"Test Team 2",2020-04-14,2020-06-09,1,56,"Critical","2019-09-20",23,10060
"10",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2019-12-28",53,10061
"11",15,"Test Team 2",2020-04-14,2020-08-31,1,139,"High","2019-10-12",35,10062
"11",15,"Test Team 2",2020-04-14,2020-10-20,1,189,"High","2019-05-10",42,10063
"11",15,"Test Team 2",2020-04-14,2020-05-12,1,28,"Critical","2020-02-04",19,10064
"11",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2020-02-15",53,10065
"11",15,"Test Team 2",2020-04-12,2020-07-07,1,86,"High","2018-05-13",27,10066
"11",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-09-30",53,10067
"11",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2017-08-16",53,10068
"11",15,"Test Team 2",2020-04-14,2020-10-20,1,189,"High","2019-08-16",42,10069
"11",15,"Test Team 2",2020-04-14,2020-05-05,1,21,"Critical","2019-12-04",18,10070
"11",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2018-04-29",53,10071
"11",15,"Test Team 2",2020-04-14,2020-06-02,1,49,"High","2019-05-12",22,10072
"12",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-08-11",53,10073
"12",15,"Test Team 2",2020-04-14,2020-04-21,1,7,"Critical","2019-10-11",16,10074
"12",15,"Test Team 2",2020-04-12,2020-04-21,1,9,"Critical","2019-01-08",16,10075
"12",15,"Test Team 2",2020-04-12,2020-11-03,1,205,"High","2019-07-18",44,10076
"12",15,"Test Team 2",2020-04-12,2020-04-28,1,16,"Critical","2019-08-14",17,10077
"12",15,"Test Team 2",2020-04-14,2020-07-14,1,91,"Critical","2019-04-24",28,10078
"12",15,"Test Team 2",2020-04-14,2020-10-05,1,174,"High","2019-08-17",40,10079
"12",15,"Test Team 2",2020-04-13,2021-01-01,0,263,"High","2020-02-10",53,10080
"13",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-10-31",53,10081
"13",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"Critical","2019-10-04",53,10082
"13",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-12-13",53,10083
"13",15,"Test Team 2",2020-04-14,2020-12-15,1,245,"High","2020-01-30",50,10084
"14",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-05-16",53,10085
"14",15,"Test Team 2",2020-04-14,2020-05-26,1,42,"Critical","2019-10-14",21,10086
"14",15,"Test Team 2",2020-04-14,2020-06-02,1,49,"Critical","2018-03-18",22,10087
"14",15,"Test Team 2",2020-04-14,2020-12-01,1,231,"Critical","2019-06-16",48,10088
"14",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"Critical","2019-04-15",53,10089
"14",15,"Test Team 2",2020-04-14,2020-05-25,1,41,"High","2019-08-21",21,10090
"14",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2020-02-06",53,10091
"14",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"Critical","2020-01-14",53,10092
"14",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-11-12",53,10093
"14",15,"Test Team 2",2020-04-14,2020-08-03,1,111,"High","2020-02-09",31,10094
"14",15,"Test Team 2",2020-04-14,2020-09-28,1,167,"Critical","2020-03-17",39,10095
"14",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"Critical","2019-06-27",53,10096
"14",15,"Test Team 2",2020-04-12,2021-01-01,0,264,"Critical","2020-01-24",53,10097
"15",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2018-05-14",53,10098
"15",15,"Test Team 2",2020-04-14,2020-07-21,1,98,"Critical","2020-04-12",29,10099
"15",15,"Test Team 2",2020-04-14,2020-05-04,1,20,"Critical","2019-01-03",18,10100
"15",15,"Test Team 2",2020-04-14,2020-10-12,1,181,"Critical","2019-06-11",41,10101
"15",15,"Test Team 2",2020-04-14,2020-05-05,1,21,"High","2019-08-24",18,10102
"15",15,"Test Team 2",2020-04-13,2020-05-12,1,29,"Critical","2020-04-04",19,10103
"15",15,"Test Team 2",2020-04-12,2020-05-04,1,22,"High","2020-02-13",18,10104
"15",15,"Test Team 2",2020-04-14,2020-05-12,1,28,"Critical","2019-04-04",19,10105
"15",15,"Test Team 2",2020-04-13,2020-05-12,1,29,"High","2017-08-29",19,10106
"15",15,"Test Team 2",2020-04-12,2020-07-07,1,86,"High","2019-05-28",27,10107
"15",15,"Test Team 2",2020-04-14,2020-06-30,1,77,"High","2019-06-14",26,10108
"15",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2017-07-23",53,10109
"15",15,"Test Team 2",2020-04-14,2021-01-01,0,262,"High","2019-02-09",53,10110
"1",16,"Test Team 2",2020-04-19,2021-01-01,0,257,"High","2019-12-23",53,10111
"1",16,"Test Team 2",2020-04-20,2021-01-01,0,256,"High","2019-06-24",53,10112
"1",16,"Test Team 2",2020-04-21,2021-01-01,0,255,"Critical","2019-04-24",53,10113
"1",16,"Test Team 2",2020-04-19,2021-01-01,0,257,"High","2020-04-07",53,10114
"1",16,"Test Team 2",2020-04-20,2020-06-23,1,64,"High","2019-09-15",25,10115
"1",16,"Test Team 2",2020-04-21,2021-01-01,0,255,"High","2019-03-27",53,10116
"1",16,"Test Team 2",2020-04-21,2020-10-20,1,182,"High","2019-08-13",42,10117
"1",16,"Test Team 2",2020-04-21,2021-01-01,0,255,"Critical","2019-08-11",53,10118
"1",16,"Test Team 2",2020-04-19,2020-09-29,1,163,"Critical","2018-08-11",39,10119
"1",16,"Test Team 2",2020-04-19,2020-10-12,1,176,"Critical","2020-02-14",41,10120
"1",16,"Test Team 2",2020-04-21,2020-05-26,1,35,"High","2019-10-14",21,10121
"1",16,"Test Team 2",2020-04-21,2020-06-16,1,56,"Critical","2019-12-08",24,10122
"1",16,"Test Team 2",2020-04-20,2020-10-13,1,176,"High","2019-07-09",41,10123
"1",16,"Test Team 2",2020-04-20,2020-12-08,1,232,"Critical","2020-03-14",49,10124
"1",16,"Test Team 2",2020-04-21,2021-01-01,0,255,"High","2019-10-17",53,10125
"1",16,"Test Team 2",2020-04-19,2020-09-29,1,163,"High","2019-09-05",39,10126
"1",16,"Test Team 2",2020-04-21,2020-04-21,1,0,"Critical","2019-05-29",16,10127
"2",16,"Test Team 2",2020-04-20,2020-12-29,1,253,"High","2018-09-23",52,10128
"2",16,"Test Team 2",2020-04-19,2020-05-05,1,16,"Critical","2020-02-06",18,10129
"2",16,"Test Team 2",2020-04-21,2020-12-29,1,252,"Critical","2016-08-28",52,10130
"2",16,"Test Team 2",2020-04-21,2021-01-01,0,255,"Critical","2019-05-27",53,10131
"2",16,"Test Team 2",2020-04-21,2020-06-30,1,70,"Critical","2020-02-15",26,10132
"2",16,"Test Team 2",2020-04-20,2020-05-05,1,15,"Critical","2019-05-27",18,10133
